xml:id	ref	role	class	type	english	mandarin	gloss	text	after	lemma	normalized	strong	morph	person	number	gender	case	tense	voice	mood	degree	domain	ln	frame	subjref	referent
n42023003009	LUK 23:3!9		det				the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n42023003010	LUK 23:3!10		noun	common			King	Βασιλεὺς	 	βασιλεύς	Βασιλεύς	935	N-NSM		singular	masculine	nominative					037004	37.67			
n42023003011	LUK 23:3!11		det				of the	τῶν	 	ὁ	τῶν	3588	T-GPM		plural	masculine	genitive					092004	92.24			
n42023003012	LUK 23:3!12		adj				Jews	Ἰουδαίων	;	Ἰουδαῖος	Ἰουδαίων	2453	A-GPM		plural	masculine	genitive					093001	93.172			
n42023003013	LUK 23:3!13	s	det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			n42022061015
n42023003014	LUK 23:3!14		conj				And	δὲ	 	δέ	δέ	1161	CONJ									089015	89.87			
n42023003015	LUK 23:3!15	v	verb				answering	ἀποκριθεὶς	 	ἀποκρίνομαι	ἀποκριθείς	611	V-AOP-NSM		singular	masculine	nominative	aorist	passive	participle		033004	33.28	A1:n42022061015 A2:n42023003016	n42022061015	
n42023003016	LUK 23:3!16	io	pron	personal			him	αὐτῷ	 	αὐτός	αὐτῷ	846	P-DSM		singular	masculine	dative					092004	92.11			n42023003003
n42023003017	LUK 23:3!17	v	verb				He was saying	ἔφη	 	φημί	ἔφη	5346	V-IAI-3S	third	singular			imperfect	active	indicative		033006	33.69	A0:n42023003013		
n42023003018	LUK 23:3!18	s	pron	personal			You	Σὺ	 	σύ	Σύ	4771	P-2NS		singular		nominative					092003	92.6			n42023003003
n42023003019	LUK 23:3!19	v	verb				say	λέγεις	.	λέγω	λέγεις	3004	V-PAI-2S	second	singular			present	active	indicative		033006	33.69	A0:n42023003018		
n42023004001	LUK 23:4!1		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n42023004002	LUK 23:4!2		conj				And	δὲ	 	δέ	δέ	1161	CONJ									089015	89.87			
n42023004003	LUK 23:4!3		noun	proper			Pilate	Πειλᾶτος	 	Πιλᾶτος	Πειλᾶτος	4091	N-NSM		singular	masculine	nominative					093001	93.297			
n42023004004	LUK 23:4!4	v	verb				said	εἶπεν	 	λέγω	εἶπεν	3004	V-2AAI-3S	third	singular			aorist	active	indicative		033006	33.69	A0:n42023004003		
n42023004005	LUK 23:4!5		prep				to	πρὸς	 	πρός	πρός	4314	PREP									090013	90.58			
n42023004006	LUK 23:4!6		det				the	τοὺς	 	ὁ	τούς	3588	T-APM		plural	masculine	accusative					092004	92.24			
n42023004007	LUK 23:4!7		noun	common			chief priests	ἀρχιερεῖς	 	ἀρχιερεύς	ἀρχιερεῖς	749	N-APM		plural	masculine	accusative					053009	53.88			
n42023004008	LUK 23:4!8		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n42023004009	LUK 23:4!9		det				the	τοὺς	 	ὁ	τούς	3588	T-APM		plural	masculine	accusative					092004	92.24			
n42023004010	LUK 23:4!10		noun	common			crowds	ὄχλους	 	ὄχλος	ὄχλους	3793	N-APM		plural	masculine	accusative					087004	87.64			
n42023004011	LUK 23:4!11	adv	adj				Not	Οὐδὲν	 	οὐδείς	Οὐδέν	3762	A-ASN-N		singular	neuter	accusative					092004	92.23			
n42023004012	LUK 23:4!12	v	verb				find I	εὑρίσκω	 	εὑρίσκω	εὑρίσκω	2147	V-PAI-1S	first	singular			present	active	indicative		027001	27.1	A0:n42023004003 A1:n42023004013	n42023004003	
n42023004013	LUK 23:4!13	o	adj				guilt	αἴτιον	 	αἴτιος	αἴτιον	159	A-ASN		singular	neuter	accusative					088038	88.315			
n42023004014	LUK 23:4!14		prep				in	ἐν	 	ἐν	ἐν	1722	PREP									090013	90.56			
n42023004015	LUK 23:4!15		det				the	τῷ	 	ὁ	τῷ	3588	T-DSM		singular	masculine	dative					092004	92.24			
n42023004016	LUK 23:4!16		noun	common			man	ἀνθρώπῳ	 	ἄνθρωπος	ἀνθρώπῳ	444	N-DSM		singular	masculine	dative					009002	9.24			
n42023004017	LUK 23:4!17		pron	demonstrative			this	τούτῳ	.	οὗτος	τούτῳ	3778	D-DSM		singular	masculine	dative					092007	92.29			n42022061015
n42023005001	LUK 23:5!1	s	det				-	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			n42023004007 n42023004010
n42023005002	LUK 23:5!2		conj				But	δὲ	 	δέ	δέ	1161	CONJ									089023	89.124			
n42023005003	LUK 23:5!3	v	verb				they kept insisting	ἐπίσχυον	 	ἐπισχύω	ἐπίσχυον	2001	V-IAI-3P	third	plural			imperfect	active	indicative		068006	68.71	A0:n42023005001		
n42023005004	LUK 23:5!4	v	verb				saying	λέγοντες	 	λέγω	λέγοντες	3004	V-PAP-NPM		plural	masculine	nominative	present	active	participle		033006	33.69	A0:n42023004007;n42023004010	n42023004007 n42023004010	
n42023005005	LUK 23:5!5		conj				-	ὅτι	 	ὅτι	ὅτι	3754	CONJ									090006	90.21			
n42023005006	LUK 23:5!6	v	verb				He stirs up	Ἀνασείει	 	ἀνασείω	Ἀνασείει	383	V-PAI-3S	third	singular			present	active	indicative		039008	39.44	A0:n42022061015 A1:n42023005008	n42022061015	
n42023005007	LUK 23:5!7		det				the	τὸν	 	ὁ	τόν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n42023005008	LUK 23:5!8		noun	common			people	λαὸν	,	λαός	λαόν	2992	N-ASM		singular	masculine	accusative					087004	87.64			
n42023005009	LUK 23:5!9	v	verb				teaching	διδάσκων	 	διδάσκω	διδάσκων	1321	V-PAP-NSM		singular	masculine	nominative	present	active	participle		033017	33.224	A0:n42022061015	n42022061015	
n42023005010	LUK 23:5!10		prep				throughout	καθ’	 	κατά	καθ’	2596	PREP									084003	84.31			
n42023005011	LUK 23:5!11		adj				all	ὅλης	 	ὅλος	ὅλης	3650	A-GSF		singular	feminine	genitive					063001	63.1			
n42023005012	LUK 23:5!12		det				-	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n42023005013	LUK 23:5!13		noun	proper			of Judea	Ἰουδαίας	,	Ἰουδαία	Ἰουδαίας	2449	N-GSF		singular	feminine	genitive					093002	93.486a			
n42023005014	LUK 23:5!14	adv	adv				and	καὶ	 	καί	καί	2532	CONJ													
n42023005015	LUK 23:5!15	v	verb				He has begun	ἀρξάμενος	 	ἄρχω	ἀρξάμενος	756	V-AMP-NSM		singular	masculine	nominative	aorist	middle	participle		068001	68.1	A0:n42022061015	n42022061015	
n42023005016	LUK 23:5!16		prep				from	ἀπὸ	 	ἀπό	ἀπό	575	PREP									084001	84.3			
n42023005017	LUK 23:5!17		det				-	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n42023005018	LUK 23:5!18		noun	proper			Galilee	Γαλιλαίας	 	Γαλιλαία	Γαλιλαίας	1056	N-GSF		singular	feminine	genitive					093002	93.444a			
n42023005019	LUK 23:5!19		prep				even to	ἕως	 	ἕως	ἕως	2193	ADV									084002	84.19			
n42023005020	LUK 23:5!20		adv				here	ὧδε	.	ὧδε	ὧδε	5602	ADV									083001	83.1			
n42023006001	LUK 23:6!1	s	noun	proper			Pilate	Πειλᾶτος	 	Πιλᾶτος	Πειλᾶτος	4091	N-NSM		singular	masculine	nominative					093001	93.297			
n42023006002	LUK 23:6!2		conj				now	δὲ	 	δέ	δέ	1161	CONJ													
n42023006003	LUK 23:6!3	v	verb				having heard	ἀκούσας	 	ἀκούω	ἀκούσας	191	V-AAP-NSM		singular	masculine	nominative	aorist	active	participle		024002	24.52	A0:n42023006001	n42023006001	
n42023006004	LUK 23:6!4	v	verb				asked	ἐπηρώτησεν	 	ἐπερωτάω	ἐπηρώτησεν	1905	V-AAI-3S	third	singular			aorist	active	indicative		033014	33.180	A0:n42023006001		
n42023006005	LUK 23:6!5		ptcl				whether	εἰ	 	εἰ	εἰ	1487	COND									090006	90.26			
n42023006006	LUK 23:6!6		det				the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n42023006007	LUK 23:6!7		noun	common			man	ἄνθρωπος	 	ἄνθρωπος	ἄνθρωπος	444	N-NSM		singular	masculine	nominative					009002	9.24			
n42023006008	LUK 23:6!8	p	noun				a Galilean	Γαλιλαῖός	 	Γαλιλαῖος	Γαλιλαῖος	1057	N-NSM		singular	masculine	nominative					093002	93.445			
n42023006009	LUK 23:6!9	vc	verb				is	ἐστιν	,	εἰμί	ἐστιν	1510	V-PAI-3S	third	singular			present	active	indicative		013001	13.1			
n42023007001	LUK 23:7!1		conj				and	καὶ	 	καί	καί	2532	CONJ									089015	89.87			
n42023007002	LUK 23:7!2	v	verb				having learned	ἐπιγνοὺς	 	ἐπιγινώσκω	ἐπιγνούς	1921	V-2AAP-NSM		singular	masculine	nominative	aorist	active	participle		027001	27.8	A0:n42023006001	n42023006001	
n42023007003	LUK 23:7!3		conj				that	ὅτι	 	ὅτι	ὅτι	3754	CONJ									090006	90.21			
n42023007004	LUK 23:7!4		prep				from	ἐκ	 	ἐκ	ἐκ	1537	PREP									089003	89.3			
n42023007005	LUK 23:7!5		det				the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n42023007006	LUK 23:7!6		noun	common			jurisdiction	ἐξουσίας	 	ἐξουσία	ἐξουσίας	1849	N-GSF		singular	feminine	genitive					037003	37.36			
n42023007007	LUK 23:7!7		noun	proper			of Herod	Ἠρῴδου	 	Ἡρῴδης	Ἠρῴδου	2264	N-GSM		singular	masculine	genitive					093001	93.144b			
n42023007008	LUK 23:7!8	vc	verb				He is	ἐστὶν	,	εἰμί	ἐστίν	1510	V-PAI-3S	third	singular			present	active	indicative		013001	13.1		n42022061015	
n42023007009	LUK 23:7!9	v	verb				he sent up	ἀνέπεμψεν	 	ἀναπέμπω	ἀνέπεμψεν	375	V-AAI-3S	third	singular			aorist	active	indicative		015004	15.71	A0:n42023006001 A1:n42023007010	n42023006001	
n42023007010	LUK 23:7!10	o	pron	personal			Him	αὐτὸν	 	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n42022061015
n42023007011	LUK 23:7!11		prep				to	πρὸς	 	πρός	πρός	4314	PREP									084002	84.18			
n42023007012	LUK 23:7!12		noun	proper			Herod	Ἠρῴδην	,	Ἡρῴδης	Ἠρῴδην	2264	N-ASM		singular	masculine	accusative					093001	93.144b			
n42023007013	LUK 23:7!13	vc	verb				being	ὄντα	 	εἰμί	ὄντα	1510	V-PAP-ASM		singular	masculine	accusative	present	active	participle		085001	85.1			
n42023007014	LUK 23:7!14		adv				also	καὶ	 	καί	καί	2532	CONJ									089017	89.93			
n42023007015	LUK 23:7!15		pron	personal			he himself	αὐτὸν	 	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n42023007012
n42023007016	LUK 23:7!16		prep				in	ἐν	 	ἐν	ἐν	1722	PREP									083003	83.13			
n42023007017	LUK 23:7!17		noun	proper			Jerusalem	Ἱεροσολύμοις	 	Ἱεροσόλυμα	Ἱεροσολύμοις	2414	N-DPN		plural	neuter	dative					093002	93.480a			
n42023007018	LUK 23:7!18		prep				in	ἐν	 	ἐν	ἐν	1722	PREP									067007	67.136			
n42023007019	LUK 23:7!19		pron	demonstrative			those	ταύταις	 	οὗτος	ταύταις	3778	D-DPF		plural	feminine	dative					092007	92.29			
n42023007020	LUK 23:7!20		det				-	ταῖς	 	ὁ	ταῖς	3588	T-DPF		plural	feminine	dative					092004	92.24			
n42023007021	LUK 23:7!21		noun	common			days	ἡμέραις	.	ἡμέρα	ἡμέραις	2250	N-DPF		plural	feminine	dative					067008	67.142			
n42023008001	LUK 23:8!1		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n42023008002	LUK 23:8!2		conj				And	δὲ	 	δέ	δέ	1161	CONJ									089015	89.87			
n42023008003	LUK 23:8!3		noun	proper			Herod	Ἠρῴδης	 	Ἡρῴδης	Ἠρῴδης	2264	N-NSM		singular	masculine	nominative					093001	93.144b			
n42023008004	LUK 23:8!4	v	verb				having seen	ἰδὼν	 	ὁράω	ἰδών	3708	V-2AAP-NSM		singular	masculine	nominative	aorist	active	participle		024001	24.1	A0:n42023008003 A1:n42023008006	n42023008003	
n42023008005	LUK 23:8!5		det				-	τὸν	 	ὁ	τόν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n42023008006	LUK 23:8!6		noun	proper			Jesus	Ἰησοῦν	 	Ἰησοῦς	Ἰησοῦν	2424	N-ASM		singular	masculine	accusative					093001	93.169a			
n42023008007	LUK 23:8!7	v	verb				[was] glad	ἐχάρη	 	χαίρω	ἐχάρη	5463	V-2AOI-3S	third	singular			aorist	passive	indicative		025011	25.125	A1:n42023008003		
n42023008008	LUK 23:8!8	adv	adv				exceedingly	λίαν	·	λίαν	λίαν	3029	ADV									078001	78.1			
n42023008009	LUK 23:8!9		verb				he was	ἦν	 	εἰμί	ἦν	1510	V-IAI-3S	third	singular			imperfect	active	indicative					n42023008003	
n42023008010	LUK 23:8!10		conj				for	γὰρ	 	γάρ	γάρ	1063	CONJ									089007	89.23			
n42023008011	LUK 23:8!11		prep				of	ἐξ	 	ἐκ	ἐξ	1537	PREP									067006	67.131			
n42023008012	LUK 23:8!12		adj				a long	ἱκανῶν	 	ἱκανός	ἱκανῶν	2425	A-GPM		plural	masculine	genitive					059005	59.44			
n42023008013	LUK 23:8!13		noun	common			time	χρόνων	 	χρόνος	χρόνων	5550	N-GPM		plural	masculine	genitive					067005	67.78			
n42023008014	LUK 23:8!14		verb				wishing	θέλων	 	θέλω	θέλων	2309	V-PAP-NSM		singular	masculine	nominative	present	active	participle		025001	25.1	A0:n42023008003 A1:n42023008015	n42023008003	
n42023008015	LUK 23:8!15	v	verb				to see	ἰδεῖν	 	ὁράω	ἰδεῖν	3708	V-2AAN					aorist	active	infinitive		024001	24.1	A0:n42023008003 A1:n42023008016	n42023008003	
n42023008016	LUK 23:8!16	o	pron	personal			Him	αὐτὸν	 	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n42023008006
n42023008017	LUK 23:8!17		prep				because of	διὰ	 	διά	διά	1223	PREP									089007	89.26			
n42023008018	LUK 23:8!18		det				-	τὸ	 	ὁ	τό	3588	T-ASN		singular	neuter	accusative					092004	92.24			
n42023008019	LUK 23:8!19	v	verb				hearing	ἀκούειν	 	ἀκούω	ἀκούειν	191	V-PAN					present	active	infinitive		033015	33.212	A0:n42023008003	n42023008003	
n42023008020	LUK 23:8!20		prep				concerning	περὶ	 	περί	περί	4012	PREP									090006	90.24			
n42023008021	LUK 23:8!21		pron	personal			Him	αὐτοῦ	,	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n42023008006
n42023008022	LUK 23:8!22		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n42023008023	LUK 23:8!23	v	verb				he was hoping	ἤλπιζέν	 	ἐλπίζω	ἤλπιζεν	1679	V-IAI-3S	third	singular			imperfect	active	indicative		025004	25.59	A0:n42023008003 A1:n42023008026	n42023008003	
n42023008024	LUK 23:8!24		pron	indefinite			some	τι	 	τὶς	τι	5100	X-ASN		singular	neuter	accusative					092004	92.12			
n42023008025	LUK 23:8!25		noun	common			sign	σημεῖον	 	σημεῖον	σημεῖον	4592	N-ASN		singular	neuter	accusative					033056	33.477			
n42023008026	LUK 23:8!26	v	verb				to see	ἰδεῖν	 	ὁράω	ἰδεῖν	3708	V-2AAN					aorist	active	infinitive		024001	24.1	A0:n42023008003 A1:n42023008029	n42023008003	
n42023008027	LUK 23:8!27		prep				by	ὑπ’	 	ὑπό	ὑπ’	5259	PREP									090001	90.1			
n42023008028	LUK 23:8!28		pron	personal			Him	αὐτοῦ	 	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n42023008006
n42023008029	LUK 23:8!29	v	verb				done	γινόμενον	.	γίνομαι	γινόμενον	1096	V-PNP-ASN		singular	neuter	accusative	present	middlepassive	participle		013004	13.107	A0:n42023008025		
n42023009001	LUK 23:9!1	v	verb				He kept questioning	ἐπηρώτα	 	ἐπερωτάω	ἐπηρώτα	1905	V-IAI-3S	third	singular			imperfect	active	indicative		056004	56.14	A0:n42023008003 A1:n42023009003	n42023008003	
n42023009002	LUK 23:9!2		conj				then	δὲ	 	δέ	δέ	1161	CONJ													
n42023009003	LUK 23:9!3	o	pron	personal			Him	αὐτὸν	 	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n42023008006
n42023009004	LUK 23:9!4		prep				in	ἐν	 	ἐν	ἐν	1722	PREP									090002	90.10			
n42023009005	LUK 23:9!5		noun	common			words	λόγοις	 	λόγος	λόγοις	3056	N-DPM		plural	masculine	dative					033006	33.98			
n42023009006	LUK 23:9!6		adj				many	ἱκανοῖς	·	ἱκανός	ἱκανοῖς	2425	A-DPM		plural	masculine	dative					059001	59.2			
n42023009007	LUK 23:9!7	s	pron	personal			He	αὐτὸς	 	αὐτός	αὐτός	846	P-NSM		singular	masculine	nominative					092004	92.11			n42023008006
n42023009008	LUK 23:9!8		conj				however	δὲ	 	δέ	δέ	1161	CONJ									089023	89.124			
n42023009009	LUK 23:9!9	o	adj				nothing	οὐδὲν	 	οὐδείς	οὐδέν	3762	A-ASN-N		singular	neuter	accusative					092004	92.23			
n42023009010	LUK 23:9!10	v	verb				answered	ἀπεκρίνατο	 	ἀποκρίνομαι	ἀπεκρίνατο	611	V-ADI-3S	third	singular			aorist	middle	indicative		033014	33.184	A0:n42023009007 A1:n42023009009 A2:n42023009011		
n42023009011	LUK 23:9!11	io	pron	personal			him	αὐτῷ	.	αὐτός	αὐτῷ	846	P-DSM		singular	masculine	dative					092004	92.11			n42023008003
n42023010001	LUK 23:10!1	v	verb				Had been standing by	εἱστήκεισαν	 	ἵστημι	εἱστήκεισαν	2476	V-LAI-3P	third	plural			pluperfect	active	indicative		017001	17.1	A0:n42023010004;n42023010007		
n42023010002	LUK 23:10!2		conj				now	δὲ	 	δέ	δέ	1161	CONJ									089017	89.94			
n42023010003	LUK 23:10!3		det				the	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			
n42023010004	LUK 23:10!4		noun	common			chief priests	ἀρχιερεῖς	 	ἀρχιερεύς	ἀρχιερεῖς	749	N-NPM		plural	masculine	nominative					053009	53.88			
n42023010005	LUK 23:10!5		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n42023010006	LUK 23:10!6		det				the	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			
n42023010007	LUK 23:10!7		noun	common			scribes	γραμματεῖς	 	γραμματεύς	γραμματεῖς	1122	N-NPM		plural	masculine	nominative					053009	53.94			
n42023010008	LUK 23:10!8	adv	adv				vehemently	εὐτόνως	 	εὐτόνως	εὐτόνως	2159	ADV									078001	78.18			
n42023010009	LUK 23:10!9	v	verb				accusing	κατηγοροῦντες	 	κατηγορέω	κατηγοροῦντες	2723	V-PAP-NPM		plural	masculine	nominative	present	active	participle		033048	33.427	A0:n42023010004;n42023010007 A1:n42023010010	n42023010004 n42023010007	
n42023010010	LUK 23:10!10	o	pron	personal			Him	αὐτοῦ	.	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n42023008006
n42023011001	LUK 23:11!1	v	verb				Having set at naught	ἐξουθενήσας	 	ἐξουθενέω	ἐξουθενήσας	1848	V-AAP-NSM		singular	masculine	nominative	aorist	active	participle		088025	88.195	A0:n42023011005 A1:n42023011003	n42023011005	
n42023011002	LUK 23:11!2		conj				then	δὲ	 	δέ	δέ	1161	CONJ									089015	89.87			
n42023011003	LUK 23:11!3	o	pron	personal			Him	αὐτὸν	 	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n42023008006
n42023011004	LUK 23:11!4		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n42023011005	LUK 23:11!5		noun	proper			Herod	Ἠρῴδης	 	Ἡρῴδης	Ἠρῴδης	2264	N-NSM		singular	masculine	nominative					093001	93.144b			
n42023011006	LUK 23:11!6		prep				with	σὺν	 	σύν	σύν	4862	PREP									089018	89.105			
n42023011007	LUK 23:11!7		det				the	τοῖς	 	ὁ	τοῖς	3588	T-DPN		plural	neuter	dative					092004	92.24			
n42023011008	LUK 23:11!8		noun	common			troops	στρατεύμασιν	 	στράτευμα	στρατεύμασιν	4753	N-DPN		plural	neuter	dative					055003	55.10			
n42023011009	LUK 23:11!9		pron	personal			of him	αὐτοῦ	 	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n42023011005
n42023011010	LUK 23:11!10		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n42023011011	LUK 23:11!11	v	verb				having mocked [Him]	ἐμπαίξας	,	ἐμπαίζω	ἐμπαίξας	1702	V-AAP-NSM		singular	masculine	nominative	aorist	active	participle		033044	33.406	A0:n42023011005 A1:n42023008006	n42023011005	
n42023011012	LUK 23:11!12	v	verb				having put on [Him]	περιβαλὼν	 	περιβάλλω	περιβαλών	4016	V-2AAP-NSM		singular	masculine	nominative	aorist	active	participle		049	49.3 49.5	A0:n42023011005 A1:n42023011013	n42023011005	
n42023011013	LUK 23:11!13		noun	common			apparel	ἐσθῆτα	 	ἐσθής	ἐσθῆτα	2066	N-ASF		singular	feminine	accusative					006017	6.162			
n42023011014	LUK 23:11!14		adj				splendid	λαμπρὰν	 	λαμπρός	λαμπράν	2986	A-ASF		singular	feminine	accusative					079005	79.20			
n42023011015	LUK 23:11!15	v	verb				sent back	ἀνέπεμψεν	 	ἀναπέμπω	ἀνέπεμψεν	375	V-AAI-3S	third	singular			aorist	active	indicative		015004	15.70	A0:n42023011005 A1:n42023011016 A2:n42023011018		
n42023011016	LUK 23:11!16	o	pron	personal			him	αὐτὸν	 	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n42023008006
n42023011017	LUK 23:11!17		det				to	τῷ	 	ὁ	τῷ	3588	T-DSM		singular	masculine	dative					092004	92.24			
n42023011018	LUK 23:11!18		noun	proper			Pilate	Πειλάτῳ	.	Πιλᾶτος	Πειλάτῳ	4091	N-DSM		singular	masculine	dative					093001	93.297			
n42023012001	LUK 23:12!1	vc	verb				Became	ἐγένοντο	 	γίνομαι	ἐγένοντο	1096	V-2ADI-3P	third	plural			aorist	middle	indicative		013002	13.48			
n42023012002	LUK 23:12!2		conj				then	δὲ	 	δέ	δέ	1161	CONJ													
n42023012003	LUK 23:12!3	p	adj				friends	φίλοι	 	φίλος	φίλοι	5384	A-NPM		plural	masculine	nominative					034001	34.11			
n42023012004	LUK 23:12!4		det				-	ὅ	 	ὁ	ὅ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n42023012005	LUK 23:12!5		conj				both	τε	 	τέ	τε	5037	PRT									089017	89.102			
n42023012006	LUK 23:12!6		noun	proper			Herod	Ἠρῴδης	 	Ἡρῴδης	Ἠρῴδης	2264	N-NSM		singular	masculine	nominative					093001	93.144b			
n42023012007	LUK 23:12!7		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.102			
n42023012008	LUK 23:12!8		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n42023012009	LUK 23:12!9		noun	proper			Pilate	Πειλᾶτος	 	Πιλᾶτος	Πειλᾶτος	4091	N-NSM		singular	masculine	nominative					093001	93.297			
n42023012010	LUK 23:12!10		prep				on	ἐν	 	ἐν	ἐν	1722	PREP									067002	67.33			
n42023012011	LUK 23:12!11		pron	personal			that	αὐτῇ	 	αὐτός	αὐτῇ	846	P-DSF		singular	feminine	dative					092004	92.11			n42023012013
n42023012012	LUK 23:12!12		det				-	τῇ	 	ὁ	τῇ	3588	T-DSF		singular	feminine	dative					092004	92.24			
n42023012013	LUK 23:12!13		noun	common			day	ἡμέρᾳ	 	ἡμέρα	ἡμέρᾳ	2250	N-DSF		singular	feminine	dative					067009	67.186			
n42023012014	LUK 23:12!14		prep				with	μετ’	 	μετά	μετ’	3326	PREP									090013	90.60			
n42023012015	LUK 23:12!15		pron	personal			one another	ἀλλήλων	·	ἀλλήλων	ἀλλήλων	240	C-GPM		plural	masculine	genitive					092005	92.26			n42023012006 n42023012009
n42023012016	LUK 23:12!16	vc	verb				previously it had been that	προϋπῆρχον	 	προϋπάρχω	προϋπῆρχον	4391	V-IAI-3P	third	plural			imperfect	active	indicative		013003	13.78		n42023012006 n42023012009	
n42023012017	LUK 23:12!17		conj				for	γὰρ	 	γάρ	γάρ	1063	CONJ									089007	89.23			
n42023012018	LUK 23:12!18		prep				at	ἐν	 	ἐν	ἐν	1722	PREP									013001	13.8			
n42023012019	LUK 23:12!19		noun	common			enmity	ἔχθρᾳ	 	ἔχθρα	ἔχθρᾳ	2189	N-DSF		singular	feminine	dative					039001	39.10			
n42023012020	LUK 23:12!20	vc	verb				they were	ὄντες	 	εἰμί	ὄντες	1510	V-PAP-NPM		plural	masculine	nominative	present	active	participle		013001	13.1		n42023012006 n42023012009	
n42023012021	LUK 23:12!21		prep				between	πρὸς	 	πρός	πρός	4314	PREP									090008	90.33			
n42023012022	LUK 23:12!22		pron	personal			themselves	αὑτούς	.	αὐτός	αὑτούς	846	F-3APM		plural	masculine	accusative					092004	92.11			n42023012006 n42023012009
n42023013001	LUK 23:13!1	s	noun	proper			Pilate	Πειλᾶτος	 	Πιλᾶτος	Πειλᾶτος	4091	N-NSM		singular	masculine	nominative					093001	93.297			
n42023013002	LUK 23:13!2		conj				then	δὲ	 	δέ	δέ	1161	CONJ													
n42023013003	LUK 23:13!3	v	verb				having called together	συνκαλεσάμενος	 	συγκαλέω	συνκαλεσάμενος	4779	V-AMP-NSM		singular	masculine	nominative	aorist	middle	participle		033029	33.309	A0:n42023013001 A1:n42023013005;n42023013008;n42023013011	n42023013001	
n42023013004	LUK 23:13!4		det				the	τοὺς	 	ὁ	τούς	3588	T-APM		plural	masculine	accusative					092004	92.24			
n42023013005	LUK 23:13!5		noun	common			chief priests	ἀρχιερεῖς	 	ἀρχιερεύς	ἀρχιερεῖς	749	N-APM		plural	masculine	accusative					053009	53.88			
n42023013006	LUK 23:13!6		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n42023013007	LUK 23:13!7		det				the	τοὺς	 	ὁ	τούς	3588	T-APM		plural	masculine	accusative					092004	92.24			
n42023013008	LUK 23:13!8		noun	common			rulers	ἄρχοντας	 	ἄρχων	ἄρχοντας	758	N-APM		plural	masculine	accusative					037004	37.56			
n42023013009	LUK 23:13!9		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n42023013010	LUK 23:13!10		det				the	τὸν	 	ὁ	τόν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n42023013011	LUK 23:13!11		noun	common			people	λαὸν	 	λαός	λαόν	2992	N-ASM		singular	masculine	accusative					087004	87.64			
n42023014001	LUK 23:14!1	v	verb				said	εἶπεν	 	λέγω	εἶπεν	3004	V-2AAI-3S	third	singular			aorist	active	indicative		033006	33.69	A0:n42023013001	n42023013001	
n42023014002	LUK 23:14!2		prep				to	πρὸς	 	πρός	πρός	4314	PREP									090013	90.58			
n42023014003	LUK 23:14!3		pron	personal			them	αὐτούς	 	αὐτός	αὐτούς	846	P-APM		plural	masculine	accusative					092004	92.11			n42023013005 n42023013008 n42023013011
