pdf_page,printed_page,blank_page,english_ocr_confidence,arabic_ocr_confidence,quran_references_detected,arabic_segment_count,transcription_text,arabic_text
47,,False,90.43,,,0,"Page 46 - ETERNITY
 MU-ONF>+NINE
 (Cowardly)
 We simply cease to exist. Let's go
 back.
 EXT. HYPERSPACE
 Helicopter shot shows the creatures moving to the sides, allowing
 the now rose-colored spaceship to proceed, Fternity's engines
 fire up, and the spacecraft begins to move,
 CU ODOMETFR then SPRFDOMETER
 Odometer comes to life at 87,AR2,912,4655 YEARS,
 Speedometer picks up momentum, ticking upward from 818,6684
 MILES/SFCONN"" as “Fternity"" crosses
 into the third universe.
 The spaceship jerks as it breaks the light barrier.
 Kathleen Sheard advances the Time Advance Monitor to AD 2242, and
 contacts MCC.
 KATHLEEN SHEARD
 We are now 96 billion light years
 from you, and our compressed time
 dimension reads millions of years,
 So, here 1 am, a voice from the
 deep, deep past, speaking to you at
 the speed of thinking and telling
 you that we have just entered the
 third. universe,
 {As she glances at the
 rose-tinted giant screen)
 Through rose-colored glasses, T am
 looking at absolutely nothing. Any
 special instructions?
 Radio produces STATIC SOUNDS for a few seconds, then faint McC
 voice comes in.
 MCC {V.0.)
 Carry on. You are doing fine, just
 fine.
 SHIRLEY VAN CLEEF
 Kathleen, did you inform MCC of the
 Time Zero warning?",
48,,False,89.55,,,0,"Page 47 <- ETERNITY
 KATHLEEN SHEARD
 Sure did. They don’t seem alarmed,
 MYJ~ONF—NINE,
 Why should they? They are sitting
 comfortably on earth, listening to
 our adventures.
 MIKF. BARAKAT
 Just think, Mr, Siamese, Octa will
 be with you ali the way.
 Octa-Ohm-R clicks, grinds, turns his heads, then murmurs,
 OCTA-OHM-R
 Big deal.
 TWO SHOT - Shirley and Ray
 SHIRLEY VAN CLEEF
 (Whisper ing)
 Hey, Ray, do you think it's wise
 that we proceed beyond this point?
 RAYMOND CATTON
 (Whispering)
 Frankly, no, We haven't the
 slightest idea what this Time Zero
 business means, or how we can
 handle it,
 FULL SHOT ~ CONTROL ROOM
 With a concerned look, Kathleen Sheard nods to Mike Rarakat ane
 the two of them leave the control room.
 INT. SPACESHIP ~ HALLWAY.
 Kathleen Sheard is walking with Mike Rarakat past the sign
 reading “Game Room."" They turn left into the dining area.
 INT. SPACESHIP ~ DINING ROOM
 Kathleen and Mike begin to serve themselves coffee, They chat
 while sitting at the dining table.
 KATHLEEN SHEARD
 Can't we possibly talk Commander
 Moss out of proceeding into Time",
49,,False,92.35,,,0,"Page 48 - ETERNITY
 Zero?
 MIKE BARAKAT
 Kathleen, you know as well as I do
 that Virgil is a veteran
 intergalactic maniac, Re seems to
 thrive on intrigue and danger,
 Nothing short of a successful
 mutiny can change our course.
 INT. SPACESHIP - CONTROL ROOM
 COMMANDER MOSS
 Activate nuclear observatory.
 Jane Anderson turns knobs, and flips switches of her instruments.
 Bit-Seventy-Six is busy manipulating his buttons, knobs, and
 switches.
 EXT. HYPERSPACE
 An observatory dome projects on top of the spaceship close to the
 front, an aperture slides open in the dome, and a giant telescope
 projects out of it,.
 INT. SPACESHIP ~ CONTROL ROOM
 Kathleen and Ray walk into the control room and assume their
 stations.
 COMMANDER MOSS
 Aim telescope ahead, and monitor on
 viewscreen.
 Jane Anderson, Raymond Catton, and Bit-Seventy-Six get busy with
 their instruments.
 Main viewscreen flickers then produces a picture of black sky
 with faint iight at the horizon, and streaks of faint light here
 and there. Light intensifies as the telescope's picture zooms
 in.
 COMMANDER MOSS
 Zoom in. Full power,
 Jane Anderson turns a couple of. knobs.",
50,,False,91.25,,,0,"Page 49 = ETERNITY
 The main viewscreen shows a faint picture of a round object
 zooming closer and closer until it fills the screen. It is a
 perfectly round planet with millions of tiny lighted dots,
 Crew watches almost in shock.
 COMMANDER MOSS
 Zoom in, full power, and compute
 size and distance.
 Picture on viewscreen continues to zoom in on the planet until
 half of it fills the picture, A hazy figure of a dome-shaped
 structure, with a large opening in its top, becomes visible on
 the planet.
 Octa-Ohm-R manipulates his instruments, and consults his computer
 display terminals.
 OCTA-OHM-R
 I can't believe the size of this
 thing. I may be a dumb computer,
 but I simply can't believe the
 size,
 MIKE BARAKAT
 I am dying of suspense, Octa, Just
 give us some figure, not your
 expressions of amazement.
 OCTA-OHM-R
 How about a billion times as large
 as the planet Earth?
 SHIRLEY VAN CLEEF
 Are you sure the calculations are
 correct?
 OCTA-OHM-R
 What an insult to an eight~headed
 master brain, what an insult! The
 structure you see on that planet,
 the structure alone is thousands of
 times larger than the whole planet
 Earth.
 MIKE BARAKAT
 What kind of distance are we
 talking about?
 OCTA-OHM-R
 We're talking about billions of",
51,,False,91.1,,,0,"Page 56 + FTFPNITY
 light years.
 COMMANDER MOSS
 This is a stunning discovery. Wait
 till we inform MCC,
 (Looking at .Tane)
 Zoom away, and scan the. total
 horizon,
 Jane, Ray, and
 Bit-Seventy-Six fiddle with their instruments.
 Picture on the
 main viewscreen zooms away from the planet, until
 12 looks’ like
 a distant object, then swings to the left, panning
 the horizon.
 Another planet
 appears.
 The crew gasp.
 screen zooms in on the second planet, as it turns
 Picture on the
 rose-colored,
 COMMANDER MOSS
 (Overwhelmed)
 Zoom in, full power, and
 report size and distance.
 OCTA-OHM-R
 This one is almost as big as the
 other one, at about the same
 distance.
 Crew get busy with their instruments.
 viewscreen continues to zoom at the rose-colored
 Picture on the
 Planet. Through rose-colored misty atmosphere, picture shows a
 hint of trees,
 Kathleen rubs her eyes, and taps her head,
 KATHLEEN SHEARD
 Am I looking at trees?
 JANE ANDERSON
 It's the Earth again. We made a
 complete circle, 1511 be damned;
 we've come back to the earth.
 RAYMOND CATTON
 Wait a minute, This could be a",
52,,False,88.84,,,0,"Page 51 — TRINITY
 repeat of the Christopher Columbus
 adventure, He thought he found
 India in the west, didn't he?
 OCTA-OHM-R
 These are not normal size trees
 either. These are giant trees,
 MIKE BARAKAT
 Oh, I get it. Giant planets.
 Giant trees. 1 bet our computers
 have gone bananas.
 From a FULL SHOT of the control room, camera ZOOMS IN on the
 odometer.
 Odometer reads 2895 YEARS.
 Camera PANS all gauges (Qdometer, Speedometer, Calendar) as they
 suddenly spin backward at high speed, causing LED numerals to
 become unreadable, then stop with an infinity sign in each one of
 the gauges.
 FULL SHOT ~ CONTROL ROOM
 Ail human beings in the control room dematerialize into invisible
 molecules. The three robots take over.
 Octa-Ohm-P clicks, grinds, turns his multi-head, then rolls to
 Commander Moss station.
 INT. SPACESHIP — DINING ROOM
 All organic materials in the dining room, plants and foods,
 demateriaiize and vanish.
 INT. SPACESHIP - CONTROL ROOM
 Octa-Ohm-R is at the commander's station.
 OCTA-OH*-R
 I suppose when the creature said
 that nothing is supposed to exist
 beyond Time Zero, he meant “nothing
 organic."" Bit-Seventy+six, would
 you contact MCC and convey the
 latest?
 Bit-Seventy~Six rolls over to Kathleen shards desk, and
 manipulates some knobs and buttons to establish contact with ™CC",
53,,False,86.03,,,0,"Page 52 = RTRRNITV
 at 2242 AD.
 BIT-SEVENTY-SIX
 MCC ... this is Eternity ... MCC
 Radio produces STATIC NOISE, then responds.
 MCC (V.0.)
 Yes, Eternity, where are you?
 Bit-Seventy~Six raises up three of his nine arms, opens up the
 four-pronged hand at the tip of each armto reveal three eyes
 looking at the main viewscreen.
 BIT-SEVENTY-SIX
 1 amnot sure MCC, but Y think we
 are beyond Time Zero.
 MCC (V.0.)
 What makes you think you've crossed
 Time Zero, and where is Captain
 Sheard?
 PI'T-SEVENTY~SIX
 This is how I knew that we've gone
 beyond Time Zero. The whole crew,
 and everything organic on hoard has
 Gematerialized,
 mcc (V.0.)
 (Very planned)
 What do you mean dematerialized?”2 Mu-One-Nine)",
54,,False,72.66,,,0,"Page 53 - FTFRMITY
 Mu~One-Nine, activate return,
 Mu-One-Nine moves to Octa-Ohm-R's original station and
 manipulates the controls on oceans desk,
 MU-ONE-NINE
 No response, Octa, Nothing is
 happening.
 EXT. HYPERSPACE
 Light begins to intensify at the top of the screen, and ahead of
 Eternity. The rose-colored protective shield around “Fternity""
 Slowly disintegrates. The spacecraft slowly melts into the
 intense light.
 REKKKKKKEKKEK KEKE KEKE EEK EEE KEEEEKERKEKKKKERKKEEKKKKEKEEKEKKEEKKKK
 INTERMISSION
 KEKEEEREKKEKEKRE EERE KEKEREKREEKEREE EKER EERE KEK EKEKEREKEKEKEKEKKEKEKE",
55,,False,92.02,,,0,"Page 54 - ETERNITY
 EXT. HYPERSPACE
 Intense solid light dominates the top third of the screen,
 featuring waves of rainbow colors, and awesome beauty; provokes
 ecstacy. It is absolutely quiet.
 A pointed stream of light emanates from the center top, then
 Slowly drifts downward, separating from the light at the top.
 As the bali of light drifts farther and farther down, it cools
 down, and the light intensity dims progressively, then a perfect
 sphere is revealed, spinning slowly. The ANGELS' PLANT is
 created. : It looks like the first giant planet detected by
 Fternity's telescope before it vanished.
 A fountain of fire surrounded by intense light issues downward
 from the center top, accompanied by a low rumble.
 The mass of fire and its intense halo changes form, breaks up
 into thousands of small fiery suns, then each sun transforms into
 a rose-colored light-emitting angelic creature, The creatures
 derive their energy from the intense light at the top of the
 screen. An angeles = rank is recognized by the number of
 retractable concorde-type wings and the number of power belts.
 The process is repeated, giving the impression that millions of
 ANGELS are created; columns upon columns of them are shown flying
 to their planet. The Angels’ Planet becomes dominated by lighted
 dots representing the angels.
 Camera ZOOMS IN on the Angels' Planet to show the angels’
 mansion, which looks from the outside like a giant dome with a
 large opening in the center top.
 The cumulative light emanating from the angels‘ bodies radiates
 like a band of light out of the domes aperture,
 INT. ANGELS' MANSION
 The majestic dome is lined with angels in every direction as far
 as the eye can see. The center dais is a raised giant disc of
 crystal-like material.
 Scintillating bands of light wave into the dome in perfect
 coordination with God's voice (same voice as that communicating
 with Moses earlier). God's voice addresses the assembled angels.
 GOD'S VOICE
 I have created you to carry out
 specific functions in areas where",
56,,False,89.97,66.79,,0,"Page 55 ~ ETERNITY
 My presence is not necessary, or is
 utterly devastating, I have given
 you a mind of your own, and
 absolute freedom of choice. No one
 shall serve in My kingdom
 grudgingly.
 (MICHAEL) with the outer edges of
 three wings
 ARCHANGEL
 visible on each side, and four power belts around his hody, steps
 forward,
 . MICHAEL
 Qur Lord, we will always serve You
 and submit to you, willingly and
 joyfully,
 GOD'S VOICE.
 I know you will Michael, but
 perhaps you will understand if I
 ask you this question:
 Suppose you could create
 three types of creatures,
 One creature would serve you
 and do everything you ask
 because you programmed him
 that way.
 fhe second creature possesses
 a mind of his own and
 absolute freedom of choice;
 he may or may not do what you
 ask him to 00.
 The third creature possesses
 a mind of his own and freedom
 of choice, but because he
 loves you and respects you,
 he would do everything you
 ask him to do.
 Which creature would give you the
 greatest satisfaction?
 MICHAEL
 I understand, my Lord, You have
 granted us absolute freedom, but we
 choose to serve You willingly and
 joyfully because we recognize You
 as absolute sovereign of the
 universe.",
57,,False,90.96,,,0,"Page 56 < ETERNITY
 GOD'S VOICE
 There shall he no compulsion in My
 k kingdom,
 EXT. ANGELS' PLANET
 The angels are shown dispersing. They fly in different direc
 tions out of the opening at the top of their dome-shaped mansion,
 Camera zooms away until the Angels' Planet fades into infinity.
 EXT. HYPFRRSPACE
 The view is dominated by God's intense light at the top of the
 screen.
 A mass of light drifts downward into the void, then materializes
 into a GIANT PLANET surrounded by a rose-colored atmosphere (the
 new planet to be known as the Paradise Planet). It is similar to
 the second giant planet viewed by eternity nuclear telescope,
 The atmosphere of the Paradise Planet is similar to the
 rose~colored shield that surrounded spaceship Eternity before
 it melted into the light.
 Camera ZOOMS IN through the rose-colored mist to show the planet
 covered with extraordinarily beautifu2 landscape, gardens, and
 fruit-bearing trees,
 Camera ZOOMS AWAY through the rose-colored mist until the new
 planet disappears into infinity.
 EXT. HYPERSPACE
 A great mass of light emanates from the light of God, drifting
 downward, Big bang. SEVEN MISTY PANCAKE~SHAPFN SPHERES emerge.
 Only the innermost universe contains millions of lighted dots.
 The shape of a hand (God's hand) descends out of the light at the
 top, and benignly holds the seven spheres as they spin indeed-
 entry. 06005 hand emanates radiant, luminescent, light. The
 seven universes are created,
 INT. ANGELS' MANSION
 A conference of angels is chaired by A DISTINCTIVE LOOKING
 ARCHANGEL (SATAN) .",
58,,False,92.38,,,0,"Page 57 ~ ETERNITY
 SATAN
 I have summoned you here to inform
 you that God has created seven
 universes, and we are to take our
 positions of service throughout the
 new creation,
 Those of you who possess three or
 less wings can travel as far as the
 outer two universes. They shall
 serve in the sixth and seventh
 universes.
 Those who possess three or four
 wings shall serve in the third and
 fourth universes.
 Five or more wings will enable you
 to go all the way to the innermost
 universe, 50 you can serve in the
 two innermost universes.
 EXT. HYPERSPACE
 With all seven universes spinning independently, the angels are
 shown scurrying from their planet towards the newly created
 system, Both the Angels’ Planet and the Paradise Planet appear
 in the background almost as big as all seven universes,
 CLOSE SHOT of Satan shows him leaving the angels’ planet, with
 his six concorde+type wings fully spread, and his four power
 belts firing full blast.
 As the camera 70035 AWAY, Satan is shown entering the seven
 universes, He appears like a dot of light trailing a long blue
 tail streaking across the universes like a falling ster, 211 the
 way to the innermost universe,
 EXT. THE SOLAR SYSTEM
 Camera ZOOMS IN on the innermost universe, then through clusters
 of stars and galaxies until the familiar Solar System appears.
 Satan is shown flying into the solar system. He extends his hand
 and holds the whole planet Earth within his fist.
 The planet Earth is dwarfed by the awesome size of Satan, as he
 looks at it, his hand completely surrounding it.
 Initially, the Earth is shown completely covered with water. In",
59,,False,91.84,,,0,"Page SR — ETERNITY
 SLOW MOTION and an awesome RUMBLE, the continents emerge out of
 the water, Satan’s hand continues to surround the evolving
 planet. Africa and the American continents become recognizable
 because of a crack separating them.
 The continents drift apart, and the Farth as we know it today
 appears on the screen rotating.
 EXT. SPACE
 Satan retracts. his hand, then flies out of the solar system,
 Camera ZOOMS AWAY to show him traveling across the first two
 universes.
 Camera ZOOMS IN on Satan's smiling face, as his innermost
 thoughts echo out,
 SATAN
 (Strictly within his head)
 I can rule part of this dominion
 all by myself, and cun it
 perfectly,
 The echo travels in waves upward as the camera 7OOMS AWAY, ‘The
 echo continues upward until it disappears into 6005 intense
 light that dominates the top third of the screen.
 God'S VOICE
 (Strictly within His thoughts)
 So you wish to be a god besides Me.
 Well, Satan, in spite of the
 awesome power and authority I have
 bestowed upon you, you are not
 capable of ruling as a god. There
 is much more to godhood than you
 think, - However, I will give you a
 chance to prove yourself. Rut
 first, I must expose your
 supercilious thoughts before atl
 the angels,
 EXT. HYPERSPACE ~ GOD'S LIGHT
 From the intense light at the top, a gigantic ball of intense
 light drifts down towards the planet shrouded with rose-colored
 mist (Paradise Planet).
 The ball of light breaks down into millions of undefined masses
 of light, then transforms into HUMAN FIGURES,",
60,,False,89.59,,,0,"Page 59 + TRINITY
 Camera speed~scans the newly created human souls. Within each
 soul, a miniature replica appears at the bottom, hazy and
 ethereal, While speed~scanning the miniature replicas, some
 known and unknown faces of human beings are recognized by the
 camera: Moses, JESUS, Napoleon, HAND, Hitler, EINSTEIN, LUCILLE
 BALL, and JFK.
 EXT. PARADISE PLANET
 Millions of human souls, with their bodies appearing within them
 aS miniature replicas, are assembled on their planet as far 5
 the eye can see. The light of God descends close to the Paradise
 Planet, then God's voice is heard.
 GOD'S VOICE
 I have consulted with each and
 every one of you, and it is your
 unanimous choice that you shall
 possess the freedom of choice.
 Before I send you off to your
 designated assignment on Earth, 1
 want you to bear witness that 1
 alone am your Lord.
 THR HUMAN SOULS
 (In a massive echo)
 We bear witness that you alone are
 our Lord,
 GOD'S VOICE
 Thus, you cannot say on the Pay of
 Judgment that you never heard of
 this. None of you can. plead
 ignorance. Nor can you say that
 your parents or teachers influenced
 your opinions,
 I have created you with brains,
 eyes, and ears, and you are
 responsible for using them. You
 shall investigate and verify any
 information you receive from
 anyone, including me.
 You shall be born into the planet
 Earth with this knowledge as a
 natural instinct within each one of
 you.
 You will be absolutely free to
 choose Me as your Lord, or choose",
61,,False,91.0,,,0,"Page 56 - ETFRMJ Ty
 Satan as your lord.
 While in your earthly bodies, you
 will not consciously recall any of
 this,
 INT. ANGELS' MANSION
 Angels are assembled inside their mammoth dome~shaped mansion, as
 far as the eye can see. Archangel Michael is standing on the
 crystal dais at the center, addressing the angels' conference.
 MICHAEL
 I have been instructed to inform
 you that God will place an
 infinitesimally small creature on
 the infinitesimally small planet
 earth.
 In their earthly form, the new
 creation, known as the human being,
 will be incapable of seeing God, or
 seeing you. Like us, the human
 beings will possess absolute
 freedom to choose God as their-god,
 or choose anyone or anything else
 as their god. In either case, we
 are to guard them and serve them
 throughout their earthly existence.
 The archangel looks to the right, and addresses a particular
 angel, Camera ZOOMS IN on a PARTICULAR ANGFI. WITH A DISTINCTIVE
 FACE (STARIEL) .
 MICHAEL (V.0.)
 STARIEL, would you go to the planet
 earth and bring a small mass of
 earthly material? Since the new
 creation is to live on Earth, his
 body must be made of the same
 ingredients,
 EXT, HYPERSPACE - ANGELS' MANSION
 Stariel darts out of the top central aperture of the angels‘
 mansion and is shown projecting his six concorde-type wings. All
 boosters in his three power belts are fired up.
 Stariel flies across the seven universes leaving a streak of blue",
62,,False,92.89,41.21,,0,"Page 61 - ETERNITY
 flame behind him. He is shown entering the innermost universe.
 Through his eyes, the billion galaxies of the innermost universe
 fly past him in long streaks of light, until the solar system
 appears ahead,
 EXT. SOLAR SYSTEM
 Stariel swoops towards the planet Earth, looking almost as big as
 the whole planet. While in flight, 5631:1615 body shrinks toa
 Size that can be accommodated on Barth.
 EXT. THE PLANET EARTH
 Stariel lands by a major river such as the Nile or the
 Mississippi somewhere on Farth. He scoops what looks like two
 hundred pounds of mud, His six wings project outwards, his
 power belts fire up, and he takes off.
 FXT. THE SEVEN UNIVERSES
 With all seven universes visible, spinning independently, Stare}
 appears like a luminous dot with a tail of bluish flame, darting
 upwards across the seven universes.
 INT. ANGELS' MANSION
 Through the aperture at the top of the majestic dome, Stariel
 flies in. Millions of angels are still assembled, with Michael
 still standing on the crystal dais. Stariel swoops down, and
 places the mud in front of Michael, The mud appears like a speck
 of dirt on the dais,
 With the angels assembled in the round building as far as the eye
 can see, God's scintillating light waves through the opening in
 the mansions ceiling.
 GOD'S VOICE
 Michael, ISRAEL, and Stariel; I
 want the three of you to shape the
 mud brought from Farth
 according to My specifications. I
 will give you directions as you go.
 CLOSE SHOT of the angels' crystal dais shows the clump of mud in
 the middle. The three archangels (Michael, Travel, and Stariel)
 ace shown shrinking down to approximately human size.",
63,,False,92.89,,,0,"Page 52 > FYFRNITY
 They approach the mud on the dais, and shape it into the
 distinctive body and face of ADAM, the father of all humanity.
 Once the job is completed, the three angels enlarge again to
 assume their original size.
 EXT. PARADISE PLANET
 The Paradise Planet, shrouded in its protective rose-colored
 horizon, fills the screen. Camera zooms in through the rosy mist
 until the millions of human souls become visible at a great
 distance,
 With oriental, blonde, and black bodies specifically shown, all
 human bodies merge together into one giant DNA helix.
 At the same time, all human souls merge together into one ball of
 light that surrounds the DNA helix like a light-emitting circle
 of mist.
 The light-shrouded DMNA helix then flies gracefully out of the
 Paradise planet and heads for the angels‘ planet.
 INT. ANGELS' MANSION
 Millions of angels are assembled in the mansion as far as the eye
 can see, The crystal dais is shown with Adam's clay figure
 supine in its center.
 The DNA helix, surrounded by its light ball, descends through the
 top aperture of the dome, and thrusts into Adam*s hody, bringing
 him immediately to life.
 Adam stands up amid the awed murmurs of the angels, Michael
 comes forward until he stands at the edge of the crystal dais.
 MICHAEL
 Standing in the center is God's new
 creation, the human being, It is
 my honor to convey to you God's
 command that we shall all fall
 prostrate before the new creature,
 whose name is Adam.
 Camera speed=scans the millions of angels as they fall prostrate
 before Adam, Camera makes a double take, showing Satan standing
 up arrogantly, refusing to bow down. The voice of God echos in
 scintillating waves of light through the aperture at the top.
 GOD'S VOICE.",
64,,False,90.09,,,0,"Page 63 ~ ETERNITY
 Satan, what prevents you from
 bowing before my creation?
 While still in prostration, MANY ANGELS raise up their heads,
 look at Satan standing up arrogantly, then gasp at his blasphemy.
 SATAN
 (Acrogantly)
 I am better than he; You created me
 from energy, and created him from
 mud. You granted me enough power
 and authority to make me a god in
 my own right,
 The angels gasp again; shocked,
 00:5 VOICE.
 Well, Satan, as you know, I have
 decreed that no one shall serve in
 My kingdom grudgingly. Therefore,
 you no longer qualify as a
 participant in My kingdom,
 As for your opinion that you
 qualify as a god, I will indeed
 make you a god, 1 hereby grant you
 an infinitesimal speck of My
 dominion, the planet Earth, to
 serve as your testing ground.
 The descendants of Adam who freely
 choose you as their god shall be
 your constituents. You better do
 your best to take care of them, and
 prove that you qualify as a god.
 A bubble of light descends from the top opening of the Angels""
 Mansion, surrounds Adam, then carries him away through the
 opening.
 EXT. ANGELS' MANSTON
 The bubble of light carrying Adam comes out of the Angels!
 Mansion, posses by the camera to show Adam clearly standing
 inside.
 The bubble with Adam in it flies gracefully towards the Paradise
 Planet with its rose-colored atmosphere. The bubbles POV 5
 through the rose-colored mist, then descends into a beautiful
 garden,",
65,,False,91.51,,,0,"Page 64 - ETERNITY
 EXT. PARADISE PLANET
 Close shot of Paradise Planet, shrouded in its rose*colored
 atmosphere, gets closer and closer until it shows Adam strolling
 amid a beautiful garden, He appears as a giant in the midst of
 giant trees, with his earthly body appearing as a miniature, hazy
 and ethereal, replica within the bigger person.
 An elongated stream of light descends from the sky, surrounds
 Adam, and renders him still, The light intensifies around Adam
 until he becomes invisible, then clears up revealing Adam and FVF
 strolling together.
 The angel Michael flies in and addresses Adam and 506,
 MYCRAFRL
 Adam and Fve, I am here to inform
 you that you may eat from any tree
 in this Paradise Planet, except
 this one tree to your left.
 Adam and Eve look to their left, and see a particular tree,
 loaded with fruits,
 MICHAEL
 If you eat from this tree, you
 break God's law, and you no longer
 qualify as participants in His
 kingdom,
 Also, my Lord wishes to warn you
 that Satan is your. arch enemy; you
 shall not listen to him,
 EXT. ANGELS’ MANSION
 Satan darts out of the angels mansion in a huff, leaving through
 the aperture at the top of the dome, trailing a long bluish
 flame, and heads for the Paradise Planet. He swoops down to
 converse with Adam and Five,
 INT, PARADISE PLANET
 while Adam and Eve stroll in Paradise, Satan flies in and talks
 0 them,
 SATAN
 I hear that Michael has enjoined
 you from this tree (pointing at the",
66,,False,91.16,,,0,"Page 65 + ETERNITY
 forbidden tree}. 1 hope you will
 not fall for his trick.
 ADAM
 What trick, Satan? He also alerted
 us about your vengeful attitude
 towards us. Maybe I was the direct
 cause of exposing your supercilious
 ideas, but it was you who initiated
 those ideas in the first place. I
 was simply a tool.
 SATAN
 This is precisely how I feel about
 it. I realize it was not your
 fault, and I carry no hard feelings
 towards you. I still believe that
 all the power and authority
 bestowed upon me by God qualify me
 to rule in a dominion of my own,
 God intends to grant my wish, and I
 will prove to everyone that I am
 indeed qualified to be a god.
 It is all the knowledge that I
 possess that leads me to warn you
 of Michael's trick. He does not
 want you to eat from this tree,
 lest you rise to his archangelic
 level.
 EVE
 Please leave us alone Satan. We
 are perfectly happy, and we have no
 season to Doubt Michael's
 intentions.
 SATAN
 AS you wish. Rut before I leave, 7
 want to swear to you hy God my
 Lord, that this tree is in fact the
 tree of eternity and everlasting
 sovereignty. {I have given you my
 Sincere advice, and now the choice
 is yours.
 Satan spreads his six wings, fires up his power belts, and leaves
 the Paradise Planet, heading for the Angels' Planet.
 EXT. PARADISE PLANET",
67,,False,91.81,,,0,"Page 66 = ETERNITY
 Adam and Eve are strolling in Paradise. They stand in front of
 the forbidden tree.
 ADAM
 You know, I couldn't help think
 about Satan's statements. He swore
 by God that this is the tree of
 eternity and everlasting
 sovereignty.
 FVE
 We have strict orders from God that
 we shall not eat from this tree,
 ana I think we should not.
 ADAM
 God also gave us freedom of choice,
 and independent brains. I tend to
 believe Satan. He wouldn't dare
 swear by God falsely. Once we eat
 from this tree, I am convinced, we
 ‘have nothing to worry about; we
 attain everlasting sovereignty.
 Adam and Eve simultaneously pick two fruits from the forbidden
 tree, and bite into.them, -
 Immediately, their bodies shrink with an awful vacuum sound, as
 their miniature ethereal replicas materialize to sharp detail.
 They are naked, ashamed, and they try to cover themselves with
 leaves.
 Light intensifies downward from the sky, and they hear the voice
 of God,
 GOD'S VOICE
 Did I not alert you that Satan is
 your arch enemy? You have listened
 to Satan instead of Me, and thus,
 you have chosen him as your god,
 Consequently, you no longer qualify
 as participants in my kingdom,
 ADAM
 Our Lord, we made 3 serious mistake
 indeed by listening to anyone but
 You,
 EVE
 Please forgive us, our Lord; we
 repent,",
68,,False,91.25,,,0,"Page 67 — ETERNITY
 GOD'S VOICE
 I have forgiven you, and I have
 decided to give you another chance
 to re-enter My kingdom,
 1 will place you on the planet
 earth for a temporary probationary
 period, Under rigorous conditions
 of the test, those among you, you
 and your descendants, who choose me
 alone as their God will re-enter my
 ‘kingdom and will enjoy my full
 protection, They are absolutely
 guaranteed to be healthy, wealthy,
 and happy.
 A bubble of light descends from the sky, surrounds the
 leaf-draped couple, then whisks them out of the Paradise Planet.
 EXT. HYPERSPACE
 With the seven universes, the Angels’ Planet, and the Paradise
 Planet visible, the light bubble carrying Adam and Eve whisks out
 of the Paradise Planet, zooming by the camera to make Adam and
 Eve visible, then fades into a tiny lighted dot, streaking across
 the seven universes like a falling star. The dot is seen enter
 ing the innermost universe,
 EXT. THR SOLAR SYSTEM
 With the solar system in view, the light bubble carrying Adam and
 Eve heads for the Planet Farth,
 INT, ANGELS’ MANSION
 Satan is standing on the central crystal dais, addressing the
 millions of angels assembled in the Angels' mansion,
 SATAN
 {Acrogantly)
 How do you expect me, the mighty
 Satan, to bow down before = an
 infinitesimal creature made of mud?
 God has given me enough power to
 reign as a god in my own right,
 Bow many of you know that? How
 many of you recognize my power and
 my abilities?",
69,,False,92.61,,88:24,0,"Page 68 = ETERNITY
 A NUMBER OF ANGELS raise their hands indicating their agreement
 with Satan,
 A bubble of light descends through the aperture at the top of the
 angels' dome, surrounds Satan, carries him, and heads for other
 angels who agreed with him, getting larger and larger as it takes
 on more of the rebels,
 Additional bubbles of light come in through’ the top, and carry
 all the rebels away.
 EXT. HYPERSPACE
 With the seven universes, the Paradise Planet, and the Angels’
 Planet visible, camera ZOOMS IN on the aperture at the top of the
 angels' mansion. The light bubbles dart out of the aperture
 carrying Satan and his supporters. They become visible in the
 bubbles as they whisk by the camera.
 The light bubbles head for the seven universes, and travel like
 falling stars all the way to the innermost universe.
 EXT. HYPERSPACE
 God's scintillating light dominates the top third of the screen,
 The Angels' Planet, the Paradise Planet, and the seven universes
 are visible,
 Camera moves into the seventh universe. There is nothing on the
 screen, except God's beautiful light at the top.
 Out of the scintillating light at the top, misty molecules drift
 downward, then intensify into the shape of spaceship “Fternity,""
 as the craft materializes with the protective cose~colored shield
 around it. The spaceship fades in,
 INT. SPACESHIP ~ CONTROL ROOM
 The control room, and all crew members of “Eternity” materialize
 before our eyes,
 Odometer flips fromthe infinity sign to 456,006,000,9805
 BC.""
 Speedometer goes from infinity to read 114,000,0005 SECOND,“",
