verse_reference,chapter_number,text,layout_text,pdf_page,printed_page,bbox,label_present_in_later_edition_csv
24:39,24,See Appendix 10 for details.,See Appendix 10 for details.,254,242,"[54.0, 2501.97, 773.25, 2591.614]",False
24:55,24,"If you are not king (or queen) of your surroundings, then your worship of God is still marred by some form of idol worship. God’s promise is truth, and you can use this verse as a criterion of your faith. The believers who devote their worship to God alone, and successfully rid themselves of all forms of idol worship, are kings on earth; the whole world is at their fingertips, and the whole world is not good enough as one of their possessions. If you are not a king (or queen) on earth, you are not following the Quran, the whole Quran, and nothing but the Quran; you are probably following also some human inventions such as “Hadith,” “Sunna,” and/or the works of saints and sages (see also 16:97, 20:112, 22:38, 37:171-173, 41:30-31, and 65:2-4).","If you are not king (or queen) of your surroundings, then your worship
of God is still marred by some form of idol worship. God’s promise is truth, and
you can use this verse as a criterion of your faith. The believers who devote
their worship to God alone, and successfully rid themselves of all forms of idol
worship, are kings on earth; the whole world is at their fingertips, and the whole
world is not good enough as one of their possessions. If you are not a king (or
queen) on earth, you are not following the Quran, the whole Quran, and
nothing but the Quran; you are probably following also some human inventions
such as “Hadith,” “Sunna,” and/or the works of saints and sages (see also
16:97, 20:112, 22:38, 37:171-173, 41:30-31, and 65:2-4).",255,243,"[132.0, 1911.771, 1642.255, 2420.1]",False
24:56,24,"The messenger is fully represented by the Quran, the whole Quran, and nothing but the Quran, as stated in 24:54 and 5:48-50.","The messenger is fully represented by the Quran, the whole Quran,
and nothing but the Quran, as stated in 24:54 and 5:48-50.",255,243,"[133.0, 2443.596, 1638.252, 2577.731]",False
25:30-31,25,"Muhammad’s mission and real wish was to deliver the Quran, the whole Quran, and nothing but the Quran. The Muslims, however, fell in the same Satanic trap as the Jews and invented the “hadith” and “sunna” as additional sources of jurisprudence that can be made to conform to the various traditions, customs, and superstitions. The Jewish Mishnah corresponds to “hadith” and the Gemara corresponds to ""sunna.’’Many Muslim scholars and their followers today have gone as far as stating that “hadith’’abrogates the Quran (see 24:1-2)! Hence, the prophet Muhammad’s disappointment on the day of judgment, as stated in verse 30. It is extremely significant that the words of verse 31 are identical to those dealing with the inventors of “hadith” in","Muhammad’s mission and real wish was to deliver the Quran, the
whole Quran, and nothing but the Quran. The Muslims, however, fell in the
same Satanic trap as the Jews and invented the “hadith” and “sunna” as
additional sources of jurisprudence that can be made to conform to the various
traditions, customs, and superstitions. The Jewish Mishnah corresponds to
“hadith” and the Gemara corresponds to ""sunna.’’Many Muslim scholars
and their followers today have gone as far as stating that “hadith’’abrogates
the Quran (see 24:1-2)! Hence, the prophet Muhammad’s disappointment on
the day of judgment, as stated in verse 30. It is extremely significant that the
words of verse 31 are identical to those dealing with the inventors of “hadith” in",259,247,"[119.0, 2020.668, 1630.255, 2573.629]",False
6:112,6,,,259,247,"[119.0, 2573.629, 1630.255, 2628.926]",False
25:55,25,"See 7:188, 10:49, and 72:21.","See 7:188, 10:49, and 72:21.",260,248,"[53.0, 2486.373, 761.237, 2574.168]",False
26:1,26,"These letters, along with the Quranic initials that prefix 28 other suras are part of the Quran’s miraculous numerical code. They prove that the Quran can never be man made; that it is the unaltered word of God (see Appendices 1 and 2).","These letters, along with the Quranic initials that prefix 28 other suras
are part of the Quran’s miraculous numerical code. They prove that the Quran
can never be man made; that it is the unaltered word of God (see Appendices 1
and 2).",262,250,"[64.0, 2065.596, 1571.26, 2307.126]",True
26:2,26,"This expression is used exclusively in conjunction with Quranic initials throughout the Quran (see 10:1, 12:1, 13:1, 15:1, 27:1, 28:2, 31:1).","This expression is used exclusively in conjunction with Quranic initials
throughout the Quran (see 10:1, 12:1, 13:1, 15:1, 27:1, 28:2, 31:1).",262,250,"[66.0, 2308.596, 1575.258, 2444.809]",False
26:5,26,"The Quran’s miraculous numerical code, discovered exclusively in the course of this very translation, is a perfect example of God’s “new” reminders.","The Quran’s miraculous numerical code, discovered exclusively in the
course of this very translation, is a perfect example of God’s “new” reminders.",262,250,"[70.0, 2441.596, 1578.237, 2575.133]",False
27:80,27,"Note that Abraham attributed sickness to himself, and not to God.","Note that Abraham attributed sickness to himself, and not to God.",264,252,"[78.0, 2500.373, 1574.256, 2588.168]",False
26:192-200,26,"See 13-31, 17:45-46, 18:57, and 56:79.","See 13-31, 17:45-46, 18:57, and 56:79.",268,256,"[70.0, 2371.668, 1066.99, 2460.392]",False
26:195,26,See Appendix 3 for details as to why the Quran was revealed in Arabic.,"See Appendix 3 for details as to why the Quran was revealed in
Arabic.",268,256,"[70.0, 2452.668, 1576.255, 2585.56]",False
27:1,27,"These letters are part of the Quran’s miraculous numerical code that proves that Quran is God’s message to the world (see Appendix 1 and footnotes 10:1, 12:1, and 26:2).","These letters are part of the Quran’s miraculous numerical code that
proves that Quran is God’s message to the world (see Appendix 1 and
footnotes 10:1, 12:1, and 26:2).",270,258,"[59.0, 2393.596, 1568.247, 2583.809]",True
27:30,27,"This verse represents a significant part of the Quran’s numerical miracle; the physical, touchable, and examinable miracle that proves that Quran is a divine scripture. The reader knows by now that the foundation of the Quran’s miraculous numerical code is the 19-letter statement “BISM ALLAH ARRAHMAN ARRAHEEM” (in the name of God, most gracious, most merciful). Every sura opens with this statement, except one, namely, sura 9. Since the Quran consists of 114 suras (19x6), the absence of “Bismillah”from sura 9 would upset the intricate and delicate balance of this divine system. Since this miraculous code must be perfect, we find that the missing “Bismillah ” statement is compensated for in this sura, verse27:30. Thus, while the “Bismillah” is missing from sura 9, we find two BismiHah’s in sura 27. This makes the total frequency of this important statement 114, a multiple of 19. Equally miraculous is the fact that the total number of suras from sura 9, where the “Bismillah” is missing, through sura 27, where we find two Bismillahs, is exactly 19 suras. This proves to us that the specific order of suras as we know it today is divinely revealed.","This verse represents a significant part of the Quran’s numerical
miracle; the physical, touchable, and examinable miracle that proves that
Quran is a divine scripture. The reader knows by now that the foundation of
the Quran’s miraculous numerical code is the 19-letter statement “BISM
ALLAH ARRAHMAN ARRAHEEM” (in the name of God, most gracious, most
merciful). Every sura opens with this statement, except one, namely, sura 9.
Since the Quran consists of 114 suras (19x6), the absence of “Bismillah”from
sura 9 would upset the intricate and delicate balance of this divine system.
Since this miraculous code must be perfect, we find that the missing
“Bismillah ” statement is compensated for in this sura, verse27:30. Thus, while
the “Bismillah” is missing from sura 9, we find two BismiHah’s in sura 27. This
makes the total frequency of this important statement 114, a multiple of 19.
Equally miraculous is the fact that the total number of suras from sura 9, where
the “Bismillah” is missing, through sura 27, where we find two Bismillahs, is
exactly 19 suras. This proves to us that the specific order of suras as we know it
today is divinely revealed.",272,260,"[68.0, 1571.596, 1577.246, 2451.351]",True
27:82,27,"Strong evidence points at “the computer”as the “creature""predicted in this verse. Through the decoding of the Quran’s numerical miracle (see Appendix 1), the computer speaks to the world that this is God’s message and that the people have discarded it.","Strong evidence points at “the computer”as the “creature""predicted
in this verse. Through the decoding of the Quran’s numerical miracle (see
Appendix 1), the computer speaks to the world that this is God’s message and
that the people have discarded it.",275,263,"[138.0, 2367.668, 1647.247, 2606.351]",True
28:1,28,The meaning of these letters is explained in detail in Appendix 1.,The meaning of these letters is explained in detail in Appendix 1.,276,264,"[92.0, 2246.779, 1513.987, 2337.993]",True
28:2,28,"This verse informs us that the Quranic initials in verse 28:1, together with the Quranic initials in 28 other suras, represent miracles in this Quran. It is significant that this particular expression is used EXCLUSIVELY in conjunction with Quranic initials (see 10:1, 12:1, 13:1, 15:1, 26:2, 27:1, 31:2).","This verse informs us that the Quranic initials in verse 28:1, together
with the Quranic initials in 28 other suras, represent miracles in this Quran. It is
significant that this particular expression is used EXCLUSIVELY in
conjunction with Quranic initials (see 10:1, 12:1, 13:1, 15:1, 26:2, 27:1, 31:2).",276,264,"[92.0, 2325.779, 1601.989, 2567.976]",False
28:48,28,"The Jews abandoned the Torah in favor of the Mishnah and Gemara, while the Muslims abandoned the Quran in favor of Hadith and Sunna.","The Jews abandoned the Torah in favor of the Mishnah and Gemara,
while the Muslims abandoned the Quran in favor of Hadith and Sunna.",279,267,"[139.0, 2443.596, 1645.247, 2579.631]",False
28:78,28,See 55:39-41 and Appendix 10,See 55:39-41 and Appendix 10,281,269,"[135.0, 2482.668, 902.243, 2571.392]",False
29:1,29,"These letters constitute a significant part of the Quran’s miraculous numerical code, and physically and indisputably prove that the Quran is God’s message to the world. The meaning of these Quranic initials remained a divinely guarded secret until discovered in the course of this very translation. See Appendix 1 for details.","These letters constitute a significant part of the Quran’s miraculous
numerical code, and physically and indisputably prove that the Quran is God’s
message to the world. The meaning of these Quranic initials remained a
divinely guarded secret until discovered in the course of this very translation.
See Appendix 1 for details.",282,270,"[70.0, 2271.918, 1575.253, 2566.731]",True
29:14,29,See footnote 7:142.,See footnote 7:142.,283,271,"[133.0, 2502.97, 677.249, 2592.614]",True
29:41-43,29,"Those who are knowledgeable in entomology know that the black widow spider kills her mate after mating. Thus, the spider web is really a death trap for the male. Note that the spider mentioned in verse 41 is female. Verse 43 states that only the knowledgeable can appreciate such an example. These entomological facts were not known at the time of Quran’s revelation.","Those who are knowledgeable in entomology know that the black
widow spider kills her mate after mating. Thus, the spider web is really a death
trap for the male. Note that the spider mentioned in verse 41 is female. Verse 43
states that only the knowledgeable can appreciate such an example. These
entomological facts were not known at the time of Quran’s revelation.",285,273,"[131.0, 1800.596, 1638.246, 2094.731]",True
29:45,29,"This proves that the Quran was revealed to each one of us, and that we were all represented by the prophet Muhammad when he received the Quran. See 18:27-28, 33:21, 42:51, and Appendix 11.","This proves that the Quran was revealed to each one of us, and that
we were all represented by the prophet Muhammad when he received the
Quran. See 18:27-28, 33:21, 42:51, and Appendix 11.",285,273,"[134.0, 2094.596, 1641.257, 2291.392]",True
29:50,29,"Those who idolize the prophet against his wishes claim that he performed a long list of miracles. The Quran, however, which narrates the miracles of many prophets, teaches us that Muhammad did not perform any miracles. Those who love and respect the prophet, love him and respect him as he is.","Those who idolize the prophet against his wishes claim that he
performed a long list of miracles. The Quran, however, which narrates the
miracles of many prophets, teaches us that Muhammad did not perform any
miracles. Those who love and respect the prophet, love him and respect him as
he is.",285,273,"[133.0, 2280.918, 1642.255, 2576.959]",False
29:68,29,"The advocates and followers of “Hadith"" and/or “Sunna” are committing both evils; they reject the Quran’s assertions that it is complete and perfect (6:19, 38, 114), and invent lies about God when they claim that “Hadith” and “Sunna” are divine revelations.","The advocates and followers of “Hadith"" and/or “Sunna” are
committing both evils; they reject the Quran’s assertions that it is complete and
perfect (6:19, 38, 114), and invent lies about God when they claim that
“Hadith” and “Sunna” are divine revelations.",287,275,"[120.0, 2336.691, 1631.265, 2582.804]",False
30:1,30,"See Appendix 1 for details of the miraculous numerical code of Quran, & and the meaning of these letters.","See Appendix 1 for details of the miraculous numerical code of Quran,
&
and the meaning of these letters.",288,276,"[68.0, 2438.373, 1570.235, 2570.351]",True
30:30,30,God gathered all the people and had them bear witness that He is the Lord. See 7:172.,"God gathered all the people and had them bear witness that He is the
Lord. See 7:172.",289,277,"[124.0, 2431.28, 1630.246, 2564.731]",True
30:32,30,"The only reason the Muslims are divided into various sects is that some of them advocate other than the Quran; specifically, “hadith’”and “sunna”as sources of law. The Quran calls these people idol worshipers, as we see in verse 31. Throughout the Quran, we are reminded that we shall adhere to Quran, the whole Quran, and nothing but the Quran. Ironically, those who claim to love the prophet, yet disobey him by inventing and advocating “hadith"" and “sunna,” are disowned by the prophet (see 6:159 and 25:31).","The only reason the Muslims are divided into various sects is that some
of them advocate other than the Quran; specifically, “hadith’”and “sunna”as
sources of law. The Quran calls these people idol worshipers, as we see in
verse 31. Throughout the Quran, we are reminded that we shall adhere to
Quran, the whole Quran, and nothing but the Quran. Ironically, those who
claim to love the prophet, yet disobey him by inventing and advocating
“hadith"" and “sunna,” are disowned by the prophet (see 6:159 and 25:31).",290,278,"[48.0, 2161.248, 1554.251, 2563.259]",False
30:55,30,"The period between death and resurrection will feel like a one-night sleep (see 2:259, 18:19 and 25, and Appendix 14).","The period between death and resurrection will feel like a one-night
sleep (see 2:259, 18:19 and 25, and Appendix 14).",291,279,"[111.0, 2429.596, 1620.264, 2563.809]",False
31:1,31,See Appendix 1 for details of the Quran’s miraculous numerical code involving these letters.,"See Appendix 1 for details of the Quran’s miraculous numerical code
involving these letters.",292,280,"[70.0, 2177.668, 1575.236, 2309.731]",True
31:2,31,This expression is used exclusively in conjunction with Quranic initials.,This expression is used exclusively in conjunction with Quranic initials.,292,280,"[70.0, 2305.248, 1572.233, 2398.479]",False
31:6-7,31,"The Quran teaches us that those who advocate hadith are false Muslims who have disobeyed the prophet and rejected Cod’s revelations (See 6:112-116, 18:109-110, and Appendices 11, 15, 16, and 17).","The Quran teaches us that those who advocate hadith are false
Muslims who have disobeyed the prophet and rejected Cod’s revelations (See
6:112-116, 18:109-110, and Appendices 11, 15, 16, and 17).",292,280,"[70.0, 2386.596, 1576.262, 2575.15]",False
31:13,31,"Idol worship is defined as a “gross offense,” rather than a sin. It is far ' worse than any sin. The Quran teaches us that God forgives “all” sins (see \ 31:53), while idol worship is the only unforgivable offense (see 4:48,4:116, and > 5:72).","Idol worship is defined as a “gross offense,” rather than a sin. It is far
' worse than any sin. The Quran teaches us that God forgives “all” sins (see
\ 31:53), while idol worship is the only unforgivable offense (see 4:48,4:116, and
> 5:72).",293,281,"[91.0, 2338.668, 1634.264, 2579.809]",True
31:27,31,"Yet some people claim that the Quran is not complete. This verse teaches us that God has given us all the iuords we need; He did not run out of words. Those who seek other than Quran as a source of law, flatly reject God’s revelations (see also 18:109).","Yet some people claim that the Quran is not complete. This verse
teaches us that God has given us all the iuords we need; He did not run out of
words. Those who seek other than Quran as a source of law, flatly reject God’s
revelations (see also 18:109).",294,282,"[63.0, 2198.596, 1572.238, 2441.1]",False
31:28,31,"Once you design and perfect the original (master copy), the copies are easy to make.","Once you design and perfect the original (master copy), the copies are
easy to make.",294,282,"[64.0, 2438.97, 1572.247, 2572.351]",False
32:1,32,See Appendix 1 for details of the Quran’s secret numerical code. These Quranic initials constitute a significant part of the Quran’s miracle. The Quran came to the world 1400 years ago and stood on its own without any supporting evidence that it is a divine scripture. This 1400-year-old secret has been unveiled in the course of this translation.,"See Appendix 1 for details of the Quran’s secret numerical code. These
Quranic initials constitute a significant part of the Quran’s miracle. The Quran
came to the world 1400 years ago and stood on its own without any supporting
evidence that it is a divine scripture. This 1400-year-old secret has been
unveiled in the course of this translation.",295,283,"[129.0, 1999.373, 1638.255, 2289.731]",True
32:2,32,"This verse tells us the meaning or significance of the first verse, i.e., these letters prove that the Quran is the word of God. This kind of statement invariably follows the Quranic initials throughout the Quran. In retrospect, our Creator has been telling us the meaning of these “mysterious” letters since the revelation of Quran.","This verse tells us the meaning or significance of the first verse, i.e.,
these letters prove that the Quran is the word of God. This kind of statement
invariably follows the Quranic initials throughout the Quran. In retrospect, our
Creator has been telling us the meaning of these “mysterious” letters since the
revelation of Quran.",295,283,"[130.0, 2287.918, 1640.247, 2583.351]",False
32:15,32,"The true belieuers submit to the Quran without question and accept it as the only source of jurisprudence. See Appendices 15, 16, and 17.","The true belieuers submit to the Quran without question and accept it
as the only source of jurisprudence. See Appendices 15, 16, and 17.",296,284,"[66.0, 2435.596, 1573.25, 2572.15]",False
33:4,33,"A previously prevalent expression in the Arabic language was to estrange a wife by saying that she is like the husband’s mother (as far as intercourse is concerned), without giving her the freedom of divorce.","A previously prevalent expression in the Arabic language was to
estrange a wife by saying that she is like the husband’s mother (as far as
intercourse is concerned), without giving her the freedom of divorce.",297,285,"[132.0, 2214.668, 1643.251, 2402.1]",True
33:9,33,This is the battle where the Muslims dug a ditch around Yathrib (Medina). The disbelievers were hit with a violent storm and had to disperse without victory.,"This is the battle where the Muslims dug a ditch around Yathrib
(Medina). The disbelievers were hit with a violent storm and had to disperse
without victory.",297,285,"[132.0, 2397.596, 1643.261, 2584.351]",False
33:13,33,The ancient name of Medina.,The ancient name of Medina.,298,286,"[73.0, 1759.596, 819.25, 1851.051]",False
33:21,33,"This verse refers specifically to the prophet’s confidence in God’s support and victory. It is placed right in the middle of the story of the Al- Ahzaab battle, where the believers were truly shaken up and thought that Islam was finished. However, there is no harm in generalizing the verse and considering the prophet a good example for all of us. The prophet’s example is set by the fact that he upheld the Quran, and nothing but the Quran (see 5:48, 49 and 7:73-75). Those who idolize the prophet forget that to love, respect, and obey the prophet is to worship God alone and uphold the Quran, the whole Quran, and nothing but the Quran. They invented a whole set of actions, which they called sunna, and attributed them to the prophet. The prophet will be the first to disown them on the day of judgment. Moreover, the abusers of this verse reveal their ignorance of Quran. They are not aware that this verse is repeated almost word for word in reference to Abraham (see 60:4 and 6).","This verse refers specifically to the prophet’s confidence in God’s
support and victory. It is placed right in the middle of the story of the Al-
Ahzaab battle, where the believers were truly shaken up and thought that
Islam was finished. However, there is no harm in generalizing the verse and
considering the prophet a good example for all of us. The prophet’s example is
set by the fact that he upheld the Quran, and nothing but the Quran (see 5:48,
49 and 7:73-75). Those who idolize the prophet forget that to love, respect, and
obey the prophet is to worship God alone and uphold the Quran, the whole
Quran, and nothing but the Quran. They invented a whole set of actions, which
they called sunna, and attributed them to the prophet. The prophet will be the
first to disown them on the day of judgment. Moreover, the abusers of this verse
reveal their ignorance of Quran. They are not aware that this verse is repeated
almost word for word in reference to Abraham (see 60:4 and 6).",298,286,"[71.0, 1837.919, 1585.256, 2559.1]",True
33:28-35,33,"Any home where the Quran is preached is the same as the prophet's home. The responsibility is doubled when any person receives the message. Thus, receiving the message can be a great blessing, or a disasterous curse, depending on one’s response, i.e., heeding or not heeding. Obviously, the sin is a greater offense when committed by a person who knows, as compared to the one who does not know.","Any home where the Quran is preached is the same as the
prophet's home. The responsibility is doubled when any person receives the
message. Thus, receiving the message can be a great blessing, or a disasterous
curse, depending on one’s response, i.e., heeding or not heeding. Obviously,
the sin is a greater offense when committed by a person who knows, as
compared to the one who does not know.",299,287,"[128.0, 2237.086, 1637.265, 2579.731]",False
33:33,33,See 11:73.,See 11:73.,300,288,"[60.0, 2029.668, 423.244, 2118.392]",False
33:36-37,33,"These verses teach us that Muhammad the man is not different from any other man; he makes mistakes. Throughout the Quran, we see that Muhammad the man makes mistakes (see 4:79, 9:117, 17:73-74, 33:37, 40:66, 61:1, 80:1-10, and 94:7), while Muhammad the messenger utters only the perfection of Quran (53:3). Those who idolize the prophet claim that he never made mistakes. Thus, they flagrantly deny the truthfulness of God almighty and flatly refuse to believe the Quran. In verses 36 and 37, we see Muhammad the man disobey Muhammad the messenger.","These verses teach us that Muhammad the man is not different
from any other man; he makes mistakes. Throughout the Quran, we see that
Muhammad the man makes mistakes (see 4:79, 9:117, 17:73-74, 33:37, 40:66,
61:1, 80:1-10, and 94:7), while Muhammad the messenger utters only the
perfection of Quran (53:3). Those who idolize the prophet claim that he never
made mistakes. Thus, they flagrantly deny the truthfulness of God almighty
and flatly refuse to believe the Quran. In verses 36 and 37, we see Muhammad
the man disobey Muhammad the messenger.",300,288,"[56.0, 2105.596, 1567.255, 2561.351]",False
33:43,33,"These are the same words as those applied to the prophet in 33:56, a verse that is widely abused by those who idolize the prophet against his will.","These are the same words as those applied to the prophet in 33:56, a
verse that is widely abused by those who idolize the prophet against his will.",301,289,"[143.0, 2361.755, 1652.49, 2498.885]",False
33:49,33,See 2:228.,See 2:228.,301,289,"[145.0, 2495.565, 511.503, 2584.425]",False
33:53,33,"Verse 4:22 prohibits us from marrying any woman who was previously married to our fathers. Because marriage involves some very private behavior, God decreed this law to preserve respect for our fathers. Similarly, the prophet was a fatherly figure to all the believers of his generation. To preserve respect for the prophet and for the message he preached, God decreed a similar law regarding the prophet’s wives. I 33:56. God and His angels honor and regard every believer. Note the similarity of Arabic words in 33:43. This is the verse that is used by satan most 1 j frequently to lead the believers into the trap of idol worship. To love and honor • the prophet Muhammad or any other prophet is to worship God alone and to follow and uphold God’s scripture as the only source of law.","Verse 4:22 prohibits us from marrying any woman who was previously
married to our fathers. Because marriage involves some very private behavior,
God decreed this law to preserve respect for our fathers. Similarly, the prophet
was a fatherly figure to all the believers of his generation. To preserve respect
for the prophet and for the message he preached, God decreed a similar law
regarding the prophet’s wives.
I 33:56. God and His angels honor and regard every believer. Note the
similarity of Arabic words in 33:43. This is the verse that is used by satan most
1
j frequently to lead the believers into the trap of idol worship. To love and honor
• the prophet Muhammad or any other prophet is to worship God alone and to
follow and uphold God’s scripture as the only source of law.",302,290,"[58.0, 1920.919, 1591.252, 2563.731]",True
33:63,33,"The time from now to the day of resurrection equals, for all practical purposes, the time that is left of anyone’s life. For people who will die within the next hour, the “hour” (of resurrection) is less than one hour away from them. See 30:55.","The time from now to the day of resurrection equals, for all practical
purposes, the time that is left of anyone’s life. For people who will die within the
next hour, the “hour” (of resurrection) is less than one hour away from them.
See 30:55.",303,291,"[134.0, 2096.596, 1644.253, 2338.553]",True
33:72,33,"In view of the general human plague of idol-worship, and the fact that the vast majority of people are condemned to hell (see, 12:103 and 106), the chance that any particular individual will make it to heaven is practically nil. See also 32:13 and 36:7.","In view of the general human plague of idol-worship, and the fact that
the vast majority of people are condemned to hell (see, 12:103 and 106), the
chance that any particular individual will make it to heaven is practically nil.
See also 32:13 and 36:7.",303,291,"[134.0, 2338.668, 1643.246, 2576.959]",True
34:14,34,Could be a goat or a sheep.,Could be a goat or a sheep.,305,293,"[136.0, 2399.97, 860.247, 2489.614]",False
34:23,34,See Appendix 7.,See Appendix 7.,305,293,"[138.0, 2481.373, 626.999, 2569.168]",False
34:41,34,"When we fail to worship God alone, we are in effect worshiping the devil. (See 36:60.)","When we fail to worship God alone, we are in effect worshiping the
devil. (See 36:60.)",307,295,"[157.0, 2430.248, 1663.253, 2568.459]",False
35:8,35,"God is the only one who knows our innermost convictions, and He knows those of us who deserve to be sent astray. Based on our real convictions, God goes out of His way to guide us or mislead us. See Appendix 12.","God is the only one who knows our innermost convictions, and He
knows those of us who deserve to be sent astray. Based on our real
convictions, God goes out of His way to guide us or mislead us. See Appendix
12.",308,296,"[66.0, 2322.97, 1573.247, 2564.056]",False
35:33,35,See Appendix 4 for details of this allegorical description.,See Appendix 4 for details of this allegorical description.,310,298,"[75.0, 2479.668, 1350.261, 2568.392]",False
36:1-5,36,"The miraculous numerical code associated with the Quranic initials, such as Y. S. here, proves that Muhammad was indeed a messenger of God (see also 13:43), and that the Quran is a divine revelation (see Appendix 1 for details).","The miraculous numerical code associated with the Quranic initials,
such as Y. S. here, proves that Muhammad was indeed a messenger of God
(see also 13:43), and that the Quran is a divine revelation (see Appendix 1 for
details).",312,300,"[68.0, 2174.918, 1573.25, 2412.51]",False
36:7,36,"This does not imply lack of freedom in our choice. It is simply a statement of fact as witnessed by God, who knows the future.","This does not imply lack of freedom in our choice. It is simply a
statement of fact as witnessed by God, who knows the future.",312,300,"[68.0, 2413.596, 1572.257, 2549.809]",False
36:55-65,36,"Heaven and hell are described in allegorical terms throughout Quran (see 2:25-26). The Quran is aimed at all levels of education, culture, and mental capacity. See Appendix 4.","Heaven and hell are described in allegorical terms throughout
Quran (see 2:25-26). The Quran is aimed at all levels of education, culture, and
mental capacity. See Appendix 4.",314,302,"[64.0, 2290.97, 1570.237, 2478.459]",False
36:60,36,See 7:172,See 7:172,314,302,"[66.0, 2476.668, 421.25, 2565.392]",False
36:65,36,Cod invented the video recorder in order to give us an idea how our hands and feet will testify on the day of judgment. See 42:21 and Appendix 10.,"Cod invented the video recorder in order to give us an idea how our
hands and feet will testify on the day of judgment. See 42:21 and Appendix 10.",315,303,"[139.0, 2243.97, 1644.246, 2378.351]",False
36:74-75,36,"Muhammad, Jesus, Mary, the saints, and all the idols possess no power to benefit or harm anyone. See 6:50, 7:188,10, 49,11:31,60:4, 72:21 and Appendix 7.","Muhammad, Jesus, Mary, the saints, and all the idols possess no
power to benefit or harm anyone. See 6:50, 7:188,10, 49,11:31,60:4, 72:21 and
Appendix 7.",315,303,"[140.0, 2377.668, 1648.24, 2561.731]",False
37:7,37,The outer limit of our heaven is not penetrable by anything except the angels.,"The outer limit of our heaven is not penetrable by anything except the
angels.",316,304,"[55.0, 2425.918, 1562.24, 2561.51]",False
37:50-59,37,"Immediately after resurrection and the manifested physical appearance of the almighty God and the angels, all people will be automatically stratified into four ranks, the highest being the closest to God. These four initial ranks are the high heaven, the lower heaven, the purgatory, and hell. Eventually, God’s mercy will merge the purgatory into the lower heaven. The three final groups will be separated by barriers. The inhabitants of any rank can only move downward to visit lower rank(s), but no one will be able to move upward beyond his rank. Those closest to God, i.e., in the highest rank, will have access to any other stratum. See Appendix 10 for details.","Immediately after resurrection and the manifested physical
appearance of the almighty God and the angels, all people will be automatically
stratified into four ranks, the highest being the closest to God. These four initial
ranks are the high heaven, the lower heaven, the purgatory, and hell.
Eventually, God’s mercy will merge the purgatory into the lower heaven. The
three final groups will be separated by barriers. The inhabitants of any rank
can only move downward to visit lower rank(s), but no one will be able to move
upward beyond his rank. Those closest to God, i.e., in the highest rank, will
have access to any other stratum. See Appendix 10 for details.",317,305,"[135.0, 2067.668, 1643.244, 2577.738]",False
37:101,37,"This is Ishmael. According to the Bible (Genesis 16:16, 21:1-5, and 22:1 -3), Ishmael was Abraham’s on/y son for fourteen years. Isaac comes later in 37:112.","This is Ishmael. According to the Bible (Genesis 16:16, 21:1-5, and
22:1 -3), Ishmael was Abraham’s on/y son for fourteen years. Isaac comes later
in 37:112.",319,307,"[134.0, 2387.28, 1642.262, 2573.553]",False
38:1,38,"This Quranic initial occurs in three suras, namely 7,19, and38. The total frequency of occurrence of this letter in the three suras is 152 (19 x 8). See Appendix 1 for details of the Quran’s miraculous numerical code.","This Quranic initial occurs in three suras, namely 7,19, and38. The total
frequency of occurrence of this letter in the three suras is 152 (19 x 8). See
Appendix 1 for details of the Quran’s miraculous numerical code.",322,310,"[69.0, 2383.918, 1577.241, 2572.731]",True
38:72,38,See Appendix 6.,See Appendix 6.,325,313,"[116.0, 2489.668, 605.997, 2578.392]",False
39:3,39,"This is exactly/ what the worshipers of Muhammad and/or the saints say. They think that the invention of sunna and the establishment of hadith as a source of jurisprudence, and the other forms of idolizing the prophet will bring them closer to God. See Appendices 7, 8, and 11.","This is exactly/ what the worshipers of Muhammad and/or the saints say.
They think that the invention of sunna and the establishment of hadith as a
source of jurisprudence, and the other forms of idolizing the prophet will bring
them closer to God. See Appendices 7, 8, and 11.",326,314,"[50.0, 2023.083, 1557.994, 2232.294]",False
39:5,39,"The expression used here, taken from the noun that means “ball” (yukawwir), cannot be used unless the planet earth is generally ball-shaped, a fact that was not known at the time of Quranic revelation.","The expression used here, taken from the noun that means “ball”
(yukawwir), cannot be used unless the planet earth is generally ball-shaped, a
fact that was not known at the time of Quranic revelation.",326,314,"[48.0, 2227.779, 1560.009, 2415.575]",True
39:6,39,"The three stages of darkness probably are the dark period before birth, the dark period inside the womb, and the dark period in the grave.","The three stages of darkness probably are the dark period before birth,
the dark period inside the womb, and the dark period in the grave.",326,314,"[52.0, 2415.448, 1555.014, 2549.939]",False
39:23,39,"Although the blasphemy against the prophet called “hadith ” did not appear until 250 years after the prophet’s death, God obviously knew about it in advance. Therefore, it is appropriate to leave this word (hadith) without translation (see Appendices 11, 15, 16, and 17).","Although the blasphemy against the prophet called “hadith ” did not
appear until 250 years after the prophet’s death, God obviously knew about it
in advance. Therefore, it is appropriate to leave this word (hadith) without
translation (see Appendices 11, 15, 16, and 17).",328,316,"[67.0, 1699.373, 1572.251, 1940.15]",False
