Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
ACT	26	25	dur9	figs-doublenegatives	οὐ μαίνομαι…ἀλλὰ	1	I am not insane … but	If your readers would misunderstand the double-negative **not insane**, you can express it in positive form. Alternate translation: “I am sane … and” or “I am able to think well … and” (See: [[rc://en/ta/man/translate/figs-doublenegatives]])	ACT 26:25
ACT	26	26	ed7y	figs-123person	ὁ βασιλεύς, πρὸς ὃν…αὐτὸν	1	the king … to him … from him	Paul is still speaking to King Agrippa, but he is referring to him in the third person. Alternate translation: “you … to you … from you” (See: [[rc://en/ta/man/translate/figs-123person]])	ACT 26:26
ACT	26	26	svn9	figs-activepassive	πείθομαι	1	I am persuaded that	If your language does not use this passive form, you can state this in active form. Alternate translation: “I am sure that” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 26:26
ACT	26	26	xqr1	figs-litotes	λανθάνειν…αὐτὸν τι τούτων οὐ…οὐθέν; οὐ γάρ ἐστιν ἐν γωνίᾳ πεπραγμένον τοῦτο	1		Paul uses two negative phrases to emphasize that the events of Jesus’ life were well-known. Alternate translation: “he is well-aware of these things, because they were done openly” (See: [[rc://en/ta/man/translate/figs-litotes]])	ACT 26:26
ACT	26	26	tta8	figs-activepassive	λανθάνειν…αὐτὸν τι τούτων οὐ	1	that none of this are hidden from him	If your language does not use this passive form, you can state this in active form. Alternate translation: “he is aware of this” or “you are aware of this” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 26:26
ACT	26	26	v1uu	figs-activepassive	οὐ…ἐστιν ἐν γωνίᾳ πεπραγμένον τοῦτο	2	this was not done in a corner	If your language does not use this passive form, you can state this in active form. Alternate translation: “this has not happened in a corner” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 26:26
ACT	26	26	i5wg	figs-metaphor	ἐν γωνίᾳ	1	in a corner	This means doing something in secret as if a person went and did something **in a corner** of a room where no one could see him. Alternate translation: “in a dark place” or “in secret” (See: [[rc://en/ta/man/translate/figs-metaphor]])	ACT 26:26
ACT	26	27	a4a2	figs-rquestion	πιστεύεις, Βασιλεῦ Ἀγρίππα, τοῖς προφήταις?	1	Do you believe the prophets, King Agrippa?	Paul asks this question to remind **Agrippa** that Agrippa already believes what **the prophets** said about Jesus. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “You already believe what the Jewish prophets said, King Agrippa.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	ACT 26:27
ACT	26	28	y8qq	figs-rquestion	ἐν ὀλίγῳ με πείθεις Χριστιανὸν ποιῆσαι	1	In a short time, are you persuading me to become a Christian?	Agrippa asks this question to show Paul that he cannot convince Agrippa so easily without more proof. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “Surely you do not think you can convince me so easily to believe in Jesus!” (See: [[rc://en/ta/man/translate/figs-rquestion]])	ACT 26:28
ACT	26	29	k7kq	figs-metonymy	παρεκτὸς τῶν δεσμῶν τούτων	1	but without these chains	Here, **these chains** stands for being a prisoner. Alternate translation: “but, of course, I do no want you to be a prisoner like I am” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 26:29
ACT	26	31	blz8	figs-abstractnouns	οὐδὲν θανάτου ἢ δεσμῶν ἄξιον τι πράσσει ὁ ἄνθρωπος οὗτος	1	This man is not doing anything worthy of death or of chains	If your language does not use an abstract noun for the idea behind the word **death**, you can express the same idea with the verb “die.” Alternate translation: “This man does not deserve to die or chains” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	ACT 26:31
ACT	26	31	dwyb	figs-metonymy	οὐδὲν θανάτου ἢ δεσμῶν ἄξιον τι πράσσει ὁ ἄνθρωπος οὗτος	1		Here, **chains** stands for being in prison. Alternate translation: “This man does not deserve to die or to be in prison” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 26:31
ACT	26	32	n293	figs-activepassive	ἀπολελύσθαι ἐδύνατο ὁ ἄνθρωπος οὗτος	1	This man was able to have been released	If your language does not use this passive form, you can state this in active form. Alternate translation: “This man could have gone free” or “I could have freed this man” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 26:32
ACT	27	1	b2yz	figs-activepassive	ὡς…ἐκρίθη	1	when it was decided	If your language does not use this passive form, you can state this in active form. Alternate translation: “when the king and the governor decided” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:1
ACT	27	2	dnr9	figs-metonymy	ἐπιβάντες…πλοίῳ…μέλλοντι πλεῖν	1	having boarded a ship … being about to sail	Here, **a ship … being about to sail** stands for the crew that will sail the ship. Alternate translation: “having boarded a ship … with a crew that was about to sail” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 27:2
ACT	27	2	tol6	figs-exclusive	ἀνήχθημεν…ἡμῖν	1		The words **we** and **us** include the author of Acts, Paul, and the others traveling with Paul, but not the reader. (See: [[rc://en/ta/man/translate/figs-exclusive]])	ACT 27:2
ACT	27	3	r71e	figs-exclusive	κατήχθημεν	1		Here the word **we** refers to the writer, Paul, and those traveling with them, but not to the reader. (See: [[rc://en/ta/man/translate/figs-exclusive]])	ACT 27:3
ACT	27	3	rp73	figs-abstractnouns	πρὸς τοὺς φίλους πορευθέντι, ἐπιμελείας τυχεῖν	1	to go to his friends to receive their care	If your language does not use an abstract noun for the idea behind the word **care**, you could express the same idea with a verbal form. Alternate translation: “to go to his friends so they could care for him” or “to go to his friends so they could help him with whatever he needed” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	ACT 27:3
ACT	27	5	y6m6	figs-explicit	κατήλθαμεν εἰς Μύρρα τῆς Λυκίας	1	we came to Myra of Lycia	You can make explicit that they got off the ship in **Myra**. Alternate translation: “we came to Myra, a city of Lycia, where we got off the ship” (See: [[rc://en/ta/man/translate/figs-explicit]])	ACT 27:5
ACT	27	6	j4cf	figs-explicit	εὑρὼν…πλοῖον Ἀλεξανδρῖνον, πλέον εἰς τὴν Ἰταλίαν	1	having found a ship from Alexandria sailing to Italy	It is implied that a crew would sail the ship to Italy. Alternate translation: “having found a ship that a crew had sailed from Alexandria and was about to sail to Italy” (See: [[rc://en/ta/man/translate/figs-explicit]])	ACT 27:6
ACT	27	7	zzw1	figs-explicit	δὲ…βραδυπλοοῦντες καὶ μόλις, γενόμενοι	1	And sailing slowly … and having arrived with difficulty	You can make explicit that the reason they were **sailing slowly** and **with difficulty** was because the wind was blowing against them. (See: [[rc://en/ta/man/translate/figs-explicit]])	ACT 27:7
ACT	27	8	p4ri	figs-explicit	μόλις…παραλεγόμενοι αὐτὴν	1	sailing along it with difficulty	You can make explicit that even though the winds were not as strong as before, they were still strong enough to make sailing difficult. (See: [[rc://en/ta/man/translate/figs-explicit]])	ACT 27:8
ACT	27	11	b1kz	figs-activepassive	ὑπὸ Παύλου λεγομένοις	1	spoken by Paul	If your language does not use this passive form, you can state this in active form. Alternate translation: “that Paul said” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:11
ACT	27	12	l2n4	figs-activepassive	ἀνευθέτου…τοῦ λιμένος ὑπάρχοντος πρὸς παραχειμασίαν	1	the harbor being unsuitable for wintering	You can make explicit why it was not easy to stay in the harbor. Alternate translation: “because the harbor did not sufficiently protect docked ships during winter storms” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:12
ACT	27	12	z1lf	figs-metaphor	παραχειμάσαι	1	to spend the winter there	This speaks about the season of **winter** as if it were a commodity that someone can spend. Alternate translation: “to stay there for the cold season” (See: [[rc://en/ta/man/translate/figs-metaphor]])	ACT 27:12
ACT	27	15	w1hl	figs-activepassive	ἐπιδόντες ἐφερόμεθα	1	having given way, we were driven along	If your language does not use this passive form, you can state this in active form. Alternate translation: “we stopped trying to sail forward, and we let the wind push us whichever way it blew” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:15
ACT	27	17	g7rw	figs-activepassive	ἐφέροντο	1	they were driven along	If your language does not use this passive form, you can state this in active form. Alternate translation: “they had to go in whatever direction the wind blew them” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:17
ACT	27	18	fx4m	figs-activepassive	σφοδρῶς…χειμαζομένων ἡμῶν	1	with us being exceedingly battered by the storm	If your language does not use this passive form, you can state this in active form. Alternate translation: “since the wind blew us roughly back and forth so that all of us were badly battered and bruised by the storm” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:18
ACT	27	20	mnj5	figs-activepassive	λοιπὸν περιῃρεῖτο ἐλπὶς πᾶσα, τοῦ σῴζεσθαι ἡμᾶς	1	all remaining hope for us to be saved was taken away	If your language does not use this passive form, you can state this in active form. Alternate translation: “everyone stopped believing we would survive” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:20
ACT	27	21	d1le	figs-explicit	πολλῆς τε ἀσιτίας ὑπαρχούσης	1	And after being a long time without food	It is implied that neither the sailors, nor Luke, Paul, and those with them had eaten anything. Alternate translation: “And when we had gone a long time without food” (See: [[rc://en/ta/man/translate/figs-explicit]])	ACT 27:21
ACT	27	22	d95r	figs-explicit	ἀποβολὴ…ψυχῆς οὐδεμία ἔσται ἐξ ὑμῶν	1	there will be no loss of life among you	Paul is speaking to the sailors. It is implied that Paul also means that he and those with him will not die either. Alternate translation: “none of us will die” (See: [[rc://en/ta/man/translate/figs-explicit]])	ACT 27:22
ACT	27	24	z1j8	figs-metonymy	Καίσαρί σε δεῖ παραστῆναι	1	You must stand before Caesar	The phrase **stand before Caesar** refers to Paul’s going to court and letting Caesar judge him. Alternate translation: “You must stand before Caesar so he can judge you” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 27:24
ACT	27	25	r9t8	figs-activepassive	καθ’ ὃν τρόπον λελάληταί μοι	1	according to the way it was told to me	If your language does not use this passive form, you can state this in active form. Alternate translation: “just as the angel told me” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:25
ACT	27	27	la7u	figs-activepassive	διαφερομένων ἡμῶν	1	as we were being driven this way and that	If your language does not use this passive form, you can state this in active form. Alternate translation: “as the wind blew us back and forth” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:27
ACT	27	31	ez5c	figs-doublenegatives	ἐὰν μὴ οὗτοι μείνωσιν ἐν τῷ πλοίῳ, ὑμεῖς σωθῆναι οὐ δύνασθε	1	Unless these men stay in the ship, you are not able to be saved	If your readers would misunderstand the double-negative **unless … not able**, you can express it in positive form. Alternate translation: “These men must stay in the ship in order for you to survive” (See: [[rc://en/ta/man/translate/figs-doublenegatives]])	ACT 27:31
ACT	27	31	br71	figs-you	ὑμεῖς	1		Here the word **you** is plural and refers to the centurion and the Roman soldiers. (See: [[rc://en/ta/man/translate/figs-you]])	ACT 27:31
ACT	27	31	sz8y	figs-activepassive	ὑμεῖς σωθῆναι οὐ δύνασθε	1		If your language does not use the passive form **be saved** in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “you will not survive” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:31
ACT	27	34	j3qx	figs-idiom	οὐδενὸς…ὑμῶν θρὶξ ἀπὸ τῆς κεφαλῆς ἀπολεῖται	1	a hair from the head of none of you will perish	This was a customary way of saying no harm would come upon them. Alternate translation: “none of you will be injured in any way in this disaster” (See: [[rc://en/ta/man/translate/figs-idiom]])	ACT 27:34
ACT	27	36	zt9q	figs-activepassive	εὔθυμοι δὲ γενόμενοι πάντες, καὶ	1	And they were all encouraged and	If your language does not use this passive form, you can state this in active form. Alternate translation: “And this encouraged all of them and they” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 27:36
ACT	28	1	p1bd	figs-exclusive	τότε ἐπέγνωμεν	1		Here the word **we** refers to Paul, the writer, and those who traveled with them, but not to the reader. (See: [[rc://en/ta/man/translate/figs-exclusive]])	ACT 28:1
ACT	28	1	j1yf	figs-activepassive	καὶ διασωθέντες	1	And having been brought safely through	If your language does not use this passive form, you can state this in active form. Alternate translation: “And when we had arrived safely” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:1
ACT	28	2	v8yh	figs-metaphor	παρεῖχαν οὐ τὴν τυχοῦσαν φιλανθρωπίαν ἡμῖν	1	offered to us not ordinary kindness	Being kind to someone is spoken of as if it were an object that someone offers. Alternate translation: “were especially kind to us” (See: [[rc://en/ta/man/translate/figs-metaphor]])	ACT 28:2
ACT	28	2	r7jy	figs-litotes	οὐ τὴν τυχοῦσαν φιλανθρωπίαν	1	not just ordinary kindness	This phrase is uses a negative to emphasize the opposite of what is said. Alternate translation: “a great deal of kindness” (See: [[rc://en/ta/man/translate/figs-litotes]])	ACT 28:2
ACT	28	4	ma1b	figs-explicit	ἡ δίκη	1	justice	The word **justice** refers to the name of a god that they worshiped. Alternate translation: “the god called Justice” (See: [[rc://en/ta/man/translate/figs-explicit]])	ACT 28:4
ACT	28	6	i6i6	figs-doublenegatives	μηδὲν ἄτοπον εἰς αὐτὸν γινόμενον	1	nothing unusual happening to him	If your readers would misunderstand the double-negative **nothing unusual**, you can express it in positive form. Alternate translation: “everything about him was as it should be” (See: [[rc://en/ta/man/translate/figs-doublenegatives]])	ACT 28:6
ACT	28	6	u81u	figs-metaphor	μεταβαλόμενοι	1	having changed their minds	To think differently about a situation is spoken of as if a person is changing his mind. Alternate translation: “thinking again” (See: [[rc://en/ta/man/translate/figs-metaphor]])	ACT 28:6
ACT	28	6	cfe9	figs-quotations	ἔλεγον αὐτὸν εἶναι θεόν	1	they said that he was a god	You can state this as a direct quotation. Alternate translation: “they said, ‘This man must be a god.’” (See: [[rc://en/ta/man/translate/figs-quotations]])	ACT 28:6
ACT	28	7	f4sa	figs-exclusive	ἡμᾶς…ἐξένισεν	1		Here both instance of the word **us** refer to Paul, Luke, and those traveling with them, but not to the reader. (See: [[rc://en/ta/man/translate/figs-exclusive]])	ACT 28:7
ACT	28	8	m154	figs-activepassive	πυρετοῖς καὶ δυσεντερίῳ συνεχόμενον	1	having been afflicted with fever and dysentery	If your language does not use this passive form, you can state this in active form. Alternate translation: “was suffering from fever and dysentery” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:8
ACT	28	9	yk6u	figs-activepassive	ἐθεραπεύοντο	1	were being healed	If your language does not use this passive form, you can state this in active form. Alternate translation: “he healed them too” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:9
ACT	28	11	jc5t	figs-explicit	Διοσκούροις	1		The **Heavenly Twins** refers to Castor and Pollux, the twin sons of Zeus, a Greek god. They were thought to be protectors of ships. (See: [[rc://en/ta/man/translate/figs-explicit]])	ACT 28:11
ACT	28	14	n3tw	figs-gendernotations	ἀδελφοὺς	1	brothers	These **brothers** were followers of Jesus, including both men and women. Alternate translation: “fellow believers” (See: [[rc://en/ta/man/translate/figs-gendernotations]])	ACT 28:14
ACT	28	14	a2c5	figs-activepassive	παρεκλήθημεν	1	we were begged	If your language does not use this passive form, you can state this in active form. Alternate translation: “they begged us” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:14
ACT	28	15	m9tz	figs-metaphor	εὐχαριστήσας τῷ Θεῷ, ἔλαβε θάρσος	1	having thanked God, took courage	Here, **courage** is spoken of as if it were an object that a person could **take**. Alternate translation: “thanked God and was encouraged” (See: [[rc://en/ta/man/translate/figs-metaphor]])	ACT 28:15
ACT	28	16	fib2	figs-exclusive	εἰσήλθομεν	1		Here the word **we** refers to the writer, Paul, and those traveling with them, but not to the reader. (See: [[rc://en/ta/man/translate/figs-exclusive]])	ACT 28:16
ACT	28	16	te8v	figs-activepassive	ἐπετράπη τῷ Παύλῳ μένειν καθ’ ἑαυτὸν	1	Paul was allowed to stay by himself	If your language does not use this passive form, you can state this in active form. Alternate translation: “the Roman authorities gave Paul permission to stay by himself instead of in prison” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:16
ACT	28	17	hgk4	figs-activepassive	ἐγώ…δέσμιος ἐξ Ἱεροσολύμων παρεδόθην εἰς τὰς χεῖρας τῶν Ῥωμαίων	1	I was delivered as a prisoner from Jerusalem into the hands of the Romans	If your language does not use this passive form, you can state this in active form. Alternate translation: “some of the Jews arrested me in Jerusalem and placed me in the custody of the Roman authorities” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:17
ACT	28	17	x3r2	figs-metonymy	εἰς τὰς χεῖρας τῶν Ῥωμαίων	1	into the hands of the Romans	Here, **hands** stands for power or control. (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 28:17
ACT	28	19	lr96	figs-synecdoche	τῶν Ἰουδαίων	1	the Jews	Here, **the Jews** does not mean all of **the Jews**. Alternate translation: “the Jewish leaders” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	ACT 28:19
ACT	28	19	n6vf	figs-activepassive	ἠναγκάσθην ἐπικαλέσασθαι Καίσαρα	1	I was forced to appeal to Caesar	If your language does not use this passive form, you can state this in active form. Alternate translation: “I had to ask for Caesar to judge me” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:19
ACT	28	19	e7gr	figs-metonymy	οὐχ ὡς τοῦ ἔθνους μου ἔχων τι κατηγορεῖν	1	not as if I have anything to accuse my nation	Here, **my nation** stands for the people. Alternate translation: “but it was not because I wanted to accuse the people of my nation before Caesar” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 28:19
ACT	28	20	pgr8	figs-metonymy	τὴν ἅλυσιν ταύτην περίκειμαι	1	I am bound with this chain	Here, **bound with this chain** stands for being a prisoner. Alternate translation: “I am a prisoner” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 28:20
ACT	28	20	n3s7	figs-metonymy	τοῦ Ἰσραὴλ	1	of Israel	Here, **Israel** stands for the people. Alternate translation: “the people of Israel” or “the Jews” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 28:20
ACT	28	21	x5d5	figs-exclusive	ἡμεῖς	1		Here, **We** refers to the Jewish leaders in Rome. (See: [Acts 28:17](../28/17.md) and [[rc://en/ta/man/translate/figs-exclusive]])	ACT 28:21
ACT	28	22	gy8t	figs-activepassive	γνωστὸν ἡμῖν ἐστιν	1	it is known to us	If your language does not use this passive form, you can state this in active form. Alternate translation: “we know” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:22
ACT	28	22	j12v	figs-activepassive	πανταχοῦ ἀντιλέγεται	1	it is spoken against everywhere	If your language does not use this passive form, you can state this in active form. Alternate translation: “many Jews all over the Roman Empire are saying bad things about it” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:22
ACT	28	23	dg5f	figs-metonymy	διαμαρτυρόμενος τὴν Βασιλείαν τοῦ Θεοῦ	1	testifying about the kingdom of God	Here, **kingdom of God** stands for God’s rule as king. Alternate translation: “telling them about God’s rule as king” or “telling them how God would show himself as king” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 28:23
ACT	28	23	peu1	figs-metonymy	τῶν προφητῶν	1	from the prophets	Here, **the prophets** refers to what they wrote. Alternate translation: “from what the prophets wrote” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 28:23
ACT	28	24	pmd6	figs-activepassive	καὶ οἱ μὲν ἐπείθοντο τοῖς λεγομένοις	1	And some were convinced about the things which he was saying	If your language does not use this passive form, you can state this in active form. Alternate translation: “And Paul was able to convince some of them by what he said” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:24
ACT	28	25	n7pm	figs-metonymy	εἰπόντος τοῦ Παύλου ῥῆμα ἓν	1	after Paul had spoken one word	Here, **word** stands for a message or statement. Alternate translation: “after Paul had said one more thing” or “after Paul had made this statement” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 28:25
ACT	28	25	b11n	figs-quotesinquotes	καλῶς τὸ Πνεῦμα τὸ Ἅγιον ἐλάλησεν διὰ Ἠσαΐου τοῦ προφήτου πρὸς τοὺς πατέρας ὑμῶν	1	The Holy Spirit spoke well through Isaiah the prophet to your fathers.	This sentence contains quotations within quotations. (See: [[rc://en/ta/man/translate/figs-quotesinquotes]])	ACT 28:25
ACT	28	26	qj7q	figs-quotesinquotes	λέγων, πορεύθητι πρὸς τὸν λαὸν τοῦτον, καὶ εἰπόν, ἀκοῇ ἀκούσετε, καὶ οὐ μὴ συνῆτε; καὶ βλέποντες βλέψετε, καὶ οὐ μὴ ἴδητε	1	saying, ‘Go to this people and say, “By hearing you will hear, but you will certainly not understand; and by seeing you will see, but you will certainly not perceive	This is the end of the sentence that begins with the words “The Holy Spirit spoke” in verse 25 and that contains quotations within quotations. You can translate one of the inner quotations as an indirect quotation, or you can translate two of the inner quotations as indirect quotations. “The Holy Spirit spoke well through Isaiah the prophet to your forefathers when the Spirit told Isaiah to go tell them that they will hear but will not understand and they will see but they will not perceive” (See: [[rc://en/ta/man/translate/figs-quotesinquotes]])	ACT 28:26
ACT	28	26	s1ti	figs-parallelism	καὶ οὐ μὴ συνῆτε…καὶ οὐ μὴ ἴδητε	1	but you will certainly not understand … but you will certainly not perceive	Both of these phrases mean basically the same thing. They emphasize that the Jewish people will not understand God’s plan. (See: [[rc://en/ta/man/translate/figs-parallelism]])	ACT 28:26
ACT	28	27	ts5a	figs-metaphor	ἐπαχύνθη γὰρ ἡ καρδία τοῦ λαοῦ τούτου	1	For the heart of this people has become dull	People who stubbornly refuse to understand what God is saying or doing are spoken of as if their **heart** is **dull**. (See: [[rc://en/ta/man/translate/figs-metaphor]])	ACT 28:27
ACT	28	27	ngve	figs-metonymy	ἡ καρδία	1		Here, **heart** is a metonym for the mind. Alternate translation: “the thinking” or “the thoughts” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 28:27
ACT	28	27	f5m4	figs-metaphor	τοῖς ὠσὶν βαρέως ἤκουσαν, καὶ τοὺς ὀφθαλμοὺς αὐτῶν ἐκάμμυσαν	1	with their ears they hardly heard, and they shut their eyes	People who stubbornly refuse to understand what God is saying or doing are spoken of as if they are unable to hear and are shutting **their eyes** so that they will not see. (See: [[rc://en/ta/man/translate/figs-metaphor]])	ACT 28:27
ACT	28	27	lr99	figs-metonymy	τῇ καρδίᾳ συνῶσιν	1	might understand with their heart	Here, **heart** stands for the mind. (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 28:27
ACT	28	27	q8c2	figs-metaphor	ἐπιστρέψωσιν	1	might turn again	To start obeying God is spoken of as though the person were physically **turning** toward God. (See: [[rc://en/ta/man/translate/figs-metaphor]])	ACT 28:27
ACT	28	28	b2za	figs-metaphor	τοῖς ἔθνεσιν ἀπεστάλη τοῦτο τὸ σωτήριον τοῦ Θεοῦ	1	this salvation of God has been sent to the Gentiles	God’s message about how he saves people is spoken of as if it were an object that is **sent**. (See: [[rc://en/ta/man/translate/figs-metaphor]])	ACT 28:28
ACT	28	28	e8hb	figs-activepassive	τοῖς ἔθνεσιν ἀπεστάλη τοῦτο τὸ σωτήριον τοῦ Θεοῦ	1		If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “God is sending his messengers to the Gentiles to tell them about how he will save them” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ACT 28:28
ACT	28	31	wv1l	figs-metonymy	κηρύσσων τὴν Βασιλείαν τοῦ Θεοῦ	1	proclaiming the kingdom of God	Here, **kingdom of God** refers to God’s rule as king. Alternate translation: “preaching about God’s rule as king” or “preaching about how God will show himself as king” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ACT 28:31
ROM	1	1	x3em	figs-123person	Παῦλος	1	Paul	In the culture of this time, letter writers would give their own names first. Your language may have a particular way of introducing the author of a letter, and if it would be helpful to your readers, you could use it here. Alternate translation: “From Paul” (See: [[rc://en/ta/man/translate/figs-123person]])	ROM 1:1
ROM	1	1	e417	figs-distinguish	δοῦλος Χριστοῦ Ἰησοῦ, κλητὸς ἀπόστολος	1	Paul	These two phrases give further information about Paul. He describes himself as being someone given the position and authority of being Christ’s **servant** and **apostle**. (See: [[rc://en/ta/man/translate/figs-distinguish]])	ROM 1:1
ROM	1	1	v5b9	figs-activepassive	κλητὸς ἀπόστολος, ἀφωρισμένος	1	called to be an apostle and set apart for the gospel of God	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “whom Jesus called to be an apostle and set apart” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ROM 1:1
ROM	1	1	ji90	figs-possession	εὐαγγέλιον Θεοῦ	1		Paul is using the possessive form to describe **the gospel** that comes from **God**. If this is not clear in your language, you could use an equivalent expression. Alternate translation: “the gospel from God” (See: [[rc://en/ta/man/translate/figs-possession]])	ROM 1:1
ROM	1	2	cu3r	figs-distinguish	ὃ	1		Here, **which** marks that further information is going to be given about “the gospel of God” in the previous verse. Paul is emphasizing that “the gospel of God” has its origin in **the holy Scriptures** that also come from God. If this is not understood in your language, you can make the relationship between these phrases more clear. Alternate translation: “that is, the gospel” (See: [[rc://en/ta/man/translate/figs-distinguish]])	ROM 1:2
ROM	1	3	lab1	figs-distinguish	περὶ τοῦ Υἱοῦ αὐτοῦ	1	concerning his Son	This phrase gives us further information about “the gospel of God.” Paul means that the message of God’s promised good news is about God’s Son, “Christ Jesus” (See [verse 1](../01/01.md)). If this might confuse your readers, you can make the relationship between these phrases clearer. Alternate translation: “that is, the gospel about his Son” (See: [[rc://en/ta/man/translate/figs-distinguish]])	ROM 1:3
ROM	1	3	y2uy	figs-idiom	τοῦ γενομένου ἐκ σπέρματος Δαυεὶδ	1		Here, **from a seed of David** is an idiom meaning “David’s descendant.” If this would be misunderstood in your language, you could use an equivalent idiom or use plain language. Alternate translation: “who was born a descendant of David” (See: [[rc://en/ta/man/translate/figs-idiom]])	ROM 1:3
ROM	1	3	rj9f	figs-idiom	κατὰ σάρκα	1	who was a descendant of David according to the flesh	Here, **according to the flesh** is an idiom meaning “with reference to physical descent.” If this would be misunderstood in your language, you could use an equivalent idiom or use plain language. Alternate translation: “according to natural descent” (See: [[rc://en/ta/man/translate/figs-idiom]])	ROM 1:3
ROM	1	4	nhz7	figs-infostructure	τοῦ ὁρισθέντος Υἱοῦ Θεοῦ ἐν δυνάμει κατὰ Πνεῦμα ἁγιωσύνης ἐξ ἀναστάσεως νεκρῶν	1		In this verse, Paul places these phrases in the order he wants to emphasize. If it would be more natural in your language, you could change the order of these phrases, as in the UST. (See: [[rc://en/ta/man/translate/figs-infostructure]])	ROM 1:4
ROM	1	4	at5s	figs-activepassive	τοῦ ὁρισθέντος Υἱοῦ Θεοῦ	1	he was declared with power to be the Son of God	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. If you must state who did the action, Paul implies that **God** did it. Alternate translation: “whom God designated as the Son of God” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ROM 1:4
ROM	1	4	h32u	figs-explicit	ὁρισθέντος Υἱοῦ Θεοῦ ἐν δυνάμει	1		Here, **in power** could refer to: (1) the means by which God designated Jesus as the Son of God. Alternate translation: “who was designated the Son of God by means of power” (2) a new level of power God gave to the Son of God. Alternate translation: “who was designated as the powerful Son of God” (See: [[rc://en/ta/man/translate/figs-explicit]])	ROM 1:4
ROM	1	4	m89w	figs-possession	Πνεῦμα ἁγιωσύνης	1	Spirit of holiness	Paul is using the possessive form to describe God’s **Spirit** that is characterized by **holiness**. This refers to the Holy Spirit. If this is not clear in your language, you could use an alternate expression, as in the UST. (See: [[rc://en/ta/man/translate/figs-possession]])	ROM 1:4
ROM	1	4	js9m	figs-abstractnouns	ἐξ ἀναστάσεως νεκρῶν	1		If your language does not use an abstract noun for the idea of **resurrection**, you could express the same idea with a verbal form. Alternate translation: “by being resurrected from the dead ones” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	ROM 1:4
